,case:id,case:concept:name,Operation,concept:name,time:timestamp,Question,Report,Year,Category,Type
155,A2 P5 BPI 2015,A2 P5 BPI 2015,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-11-24 01:54:39.260528,P5,A2,2015,Student,Analyze Cycle Time
156,A3 P5 BPI 2015,A3 P5 BPI 2015,Group activities,Group activities by sub-processes,2021-11-24 02:54:39.260528,P5,A3,2015,Professional,Manipulation
157,A3 P5 BPI 2015,A3 P5 BPI 2015,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-11-24 03:54:39.260528,P5,A3,2015,Professional,Analyze Cycle Time
158,A3 P5 BPI 2015,A3 P5 BPI 2015,Represent process map,Represent process map with cycle time,2021-11-24 04:54:39.260528,P5,A3,2015,Professional,Representation
159,A3 P5 BPI 2015,A3 P5 BPI 2015,Filter activities,Filter activities by frequency,2021-11-24 05:54:39.260528,P5,A3,2015,Professional,Manipulation
160,A3 P5 BPI 2015,A3 P5 BPI 2015,Represent bar charts,Represent bar charts of traces,2021-11-24 06:54:39.260528,P5,A3,2015,Professional,Representation
161,A3 P5 BPI 2015,A3 P5 BPI 2015,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-11-24 07:54:39.260528,P5,A3,2015,Professional,Analyze Cycle Time
162,A3 P5 BPI 2015,A3 P5 BPI 2015,Represent process map,Represent process map with cycle time,2021-11-24 08:54:39.260528,P5,A3,2015,Professional,Representation
163,A4 P5 BPI 2015,A4 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-11-24 09:54:39.260528,P5,A4,2015,Academic,Analyze Cycle Time
164,A4 P5 BPI 2015,A4 P5 BPI 2015,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-11-24 10:54:39.260528,P5,A4,2015,Academic,Analyze Cycle Time
165,A4 P5 BPI 2015,A4 P5 BPI 2015,Identify impact of bottlenecks by organizational unit,Identify impact of bottlenecks by organizational unit,2021-11-24 11:54:39.260528,P5,A4,2015,Academic,Identification
166,A4 P5 BPI 2015,A4 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-11-24 12:54:39.260528,P5,A4,2015,Academic,Analyze Cycle Time
167,A7 P5 BPI 2015,A7 P5 BPI 2015,Filter traces,Filter traces by attributes,2021-11-24 13:54:39.260528,P5,A7,2015,Academic,Manipulation
168,A7 P5 BPI 2015,A7 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-11-24 14:54:39.260528,P5,A7,2015,Academic,Analyze Cycle Time
169,A7 P5 BPI 2015,A7 P5 BPI 2015,Represent histograms,Represent histograms of cycle time,2021-11-24 15:54:39.260528,P5,A7,2015,Academic,Representation
170,A7 P5 BPI 2015,A7 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-11-24 16:54:39.260528,P5,A7,2015,Academic,Analyze Cycle Time
171,A7 P5 BPI 2015,A7 P5 BPI 2015,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-11-24 17:54:39.260528,P5,A7,2015,Academic,Analyze Cycle Time
172,A7 P5 BPI 2015,A7 P5 BPI 2015,Represent process map,Represent process map with cycle time,2021-11-24 18:54:39.260528,P5,A7,2015,Academic,Representation
173,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-11-24 19:54:39.260528,P5,A8,2015,Professional,Analyze Cycle Time
174,A8 P5 BPI 2015,A8 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-11-24 20:54:39.260528,P5,A8,2015,Professional,Analyze Cycle Time
175,A8 P5 BPI 2015,A8 P5 BPI 2015,Group traces,Group traces depending on attributes,2021-11-24 21:54:39.260528,P5,A8,2015,Professional,Manipulation
176,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-11-24 22:54:39.260528,P5,A8,2015,Professional,Analyze Cycle Time
177,A8 P5 BPI 2015,A8 P5 BPI 2015,Group traces,Group traces by cycle time,2021-11-24 23:54:39.260528,P5,A8,2015,Professional,Manipulation
178,A8 P5 BPI 2015,A8 P5 BPI 2015,Group traces,Group traces by organizational units,2021-11-25 00:54:39.260528,P5,A8,2015,Professional,Manipulation
179,A8 P5 BPI 2015,A8 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-11-25 01:54:39.260528,P5,A8,2015,Professional,Analyze Cycle Time
180,A8 P5 BPI 2015,A8 P5 BPI 2015,Analyze cycle time depending on the events,Analyze cycle time depending on the events,2021-11-25 02:54:39.260528,P5,A8,2015,Professional,Analyze Cycle Time
181,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate number of elements,Calculate number of traces,2021-11-25 03:54:39.260528,P5,A8,2015,Professional,Calculate statistics
182,A8 P5 BPI 2015,A8 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-11-25 04:54:39.260528,P5,A8,2015,Professional,Analyze Cycle Time
183,A8 P5 BPI 2015,A8 P5 BPI 2015,Filter activities,Filter activities by frequency,2021-11-25 05:54:39.260528,P5,A8,2015,Professional,Manipulation
184,A8 P5 BPI 2015,A8 P5 BPI 2015,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-11-25 06:54:39.260528,P5,A8,2015,Professional,Analyze Cycle Time
185,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate frequency,Calculate frequency of activities,2021-11-25 07:54:39.260528,P5,A8,2015,Professional,Calculate statistics
186,A8 P5 BPI 2015,A8 P5 BPI 2015,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-11-25 08:54:39.260528,P5,A8,2015,Professional,Analyze Cycle Time
187,A8 P5 BPI 2015,A8 P5 BPI 2015,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-11-25 09:54:39.260528,P5,A8,2015,Professional,Analyze Cycle Time
188,A8 P5 BPI 2015,A8 P5 BPI 2015,Identify resources,Identify resource associated with bottlenecks,2021-11-25 10:54:39.260528,P5,A8,2015,Professional,Identification
189,A9 P5 BPI 2015,A9 P5 BPI 2015,Filter traces,Filter traces by activities,2021-11-25 11:54:39.260528,P5,A9,2015,Student,Manipulation
190,A9 P5 BPI 2015,A9 P5 BPI 2015,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-11-25 12:54:39.260528,P5,A9,2015,Student,Analyze Cycle Time
191,A9 P5 BPI 2015,A9 P5 BPI 2015,Group traces,Group traces by cycle time,2021-11-25 13:54:39.260528,P5,A9,2015,Student,Manipulation
192,A9 P5 BPI 2015,A9 P5 BPI 2015,Apply decision trees,Apply decision trees,2021-11-25 14:54:39.260528,P5,A9,2015,Student,Others
193,A9 P5 BPI 2015,A9 P5 BPI 2015,Group organizational units,Group organizational units,2021-11-25 15:54:39.260528,P5,A9,2015,Student,Manipulation
194,A9 P5 BPI 2015,A9 P5 BPI 2015,Calculate number of elements,Calculate number of traces,2021-11-25 16:54:39.260528,P5,A9,2015,Student,Calculate statistics
195,A9 P5 BPI 2015,A9 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-11-25 17:54:39.260528,P5,A9,2015,Student,Analyze Cycle Time
196,A9 P5 BPI 2015,A9 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-11-25 18:54:39.260528,P5,A9,2015,Student,Analyze Cycle Time
197,A9 P5 BPI 2015,A9 P5 BPI 2015,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-11-25 19:54:39.260528,P5,A9,2015,Student,Analyze Cycle Time
198,A1 P1 BPI 2020,A1 P1 BPI 2020,Filter traces,Filter traces by activities,2021-11-25 20:54:39.260528,P1,A1,2020,Academic,Manipulation
199,A1 P1 BPI 2020,A1 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-11-25 21:54:39.260528,P1,A1,2020,Academic,Analyze Cycle Time
200,A1 P1 BPI 2020,A1 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-11-25 22:54:39.260528,P1,A1,2020,Academic,Analyze Cycle Time
201,A1 P1 BPI 2020,A1 P1 BPI 2020,Filter traces,Filter traces by attributes,2021-11-25 23:54:39.260528,P1,A1,2020,Academic,Manipulation
202,A1 P1 BPI 2020,A1 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-11-26 00:54:39.260528,P1,A1,2020,Academic,Analyze Cycle Time
203,A2 P1 BPI 2020,A2 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-11-26 01:54:39.260528,P1,A2,2020,Student,Analyze Cycle Time
204,A7 P1 BPI 2020,A7 P1 BPI 2020,Filter traces,Filter traces by activities,2021-11-26 02:54:39.260528,P1,A7,2020,Academic,Manipulation
205,A7 P1 BPI 2020,A7 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-11-26 03:54:39.260528,P1,A7,2020,Academic,Calculate statistics
206,A7 P1 BPI 2020,A7 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-11-26 04:54:39.260528,P1,A7,2020,Academic,Calculate statistics
207,A7 P1 BPI 2020,A7 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-11-26 05:54:39.260528,P1,A7,2020,Academic,Analyze Cycle Time
208,A7 P1 BPI 2020,A7 P1 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-11-26 06:54:39.260528,P1,A7,2020,Academic,Calculate statistics
209,A7 P1 BPI 2020,A7 P1 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-11-26 07:54:39.260528,P1,A7,2020,Academic,Calculate statistics
210,A7 P1 BPI 2020,A7 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-11-26 08:54:39.260528,P1,A7,2020,Academic,Analyze Cycle Time
211,A7 P1 BPI 2020,A7 P1 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-11-26 09:54:39.260528,P1,A7,2020,Academic,Calculate statistics
212,A10 P1 BPI 2020,A10 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-11-26 10:54:39.260528,P1,A10,2020,Academic,Analyze Cycle Time
213,A10 P1 BPI 2020,A10 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-11-26 11:54:39.260528,P1,A10,2020,Academic,Representation
214,A10 P1 BPI 2020,A10 P1 BPI 2020,Represent boxplots of cycle time,Represent boxplots of cycle time,2021-11-26 12:54:39.260528,P1,A10,2020,Academic,Representation
215,A10 P1 BPI 2020,A10 P1 BPI 2020,Represent density of cycle time,Represent density of cycle time,2021-11-26 13:54:39.260528,P1,A10,2020,Academic,Representation
216,A12 P1 BPI 2020,A12 P1 BPI 2020,Calculate processing time,Calculate processing time,2021-11-26 14:54:39.260528,P1,A12,2020,Professional,Analyze Cycle Time
217,A12 P1 BPI 2020,A12 P1 BPI 2020,Filter traces,Filter traces by activities,2021-11-26 15:54:39.260528,P1,A12,2020,Professional,Manipulation
218,A12 P1 BPI 2020,A12 P1 BPI 2020,Represent process map,Represent process map with cycle time,2021-11-26 16:54:39.260528,P1,A12,2020,Professional,Representation
219,A13 P1 BPI 2020,A13 P1 BPI 2020,Represent bar charts,Represent bar charts of traces,2021-11-26 17:54:39.260528,P1,A13,2020,Professional,Representation
220,A13 P1 BPI 2020,A13 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-11-26 18:54:39.260528,P1,A13,2020,Professional,Analyze Cycle Time
221,A13 P1 BPI 2020,A13 P1 BPI 2020,Represent bar charts,Represent bar charts of traces,2021-11-26 19:54:39.260528,P1,A13,2020,Professional,Representation
222,A13 P1 BPI 2020,A13 P1 BPI 2020,Group traces,Group traces by year,2021-11-26 20:54:39.260528,P1,A13,2020,Professional,Manipulation
223,A13 P1 BPI 2020,A13 P1 BPI 2020,Filter traces,Filter traces by activities,2021-11-26 21:54:39.260528,P1,A13,2020,Professional,Manipulation
224,A13 P1 BPI 2020,A13 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-11-26 22:54:39.260528,P1,A13,2020,Professional,Analyze Cycle Time
225,A13 P1 BPI 2020,A13 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-11-26 23:54:39.260528,P1,A13,2020,Professional,Calculate statistics
226,A13 P1 BPI 2020,A13 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-11-27 00:54:39.260528,P1,A13,2020,Professional,Calculate statistics
227,A18 P1 BPI 2020,A18 P1 BPI 2020,Filter traces,Filter traces by activities,2021-11-27 01:54:39.260528,P1,A18,2020,Academic,Manipulation
228,A18 P1 BPI 2020,A18 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-11-27 02:54:39.260528,P1,A18,2020,Academic,Calculate statistics
229,A18 P1 BPI 2020,A18 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-11-27 03:54:39.260528,P1,A18,2020,Academic,Analyze Cycle Time
230,A18 P1 BPI 2020,A18 P1 BPI 2020,Represent boxplots of cycle time,Represent boxplots of cycle time,2021-11-27 04:54:39.260528,P1,A18,2020,Academic,Representation
231,A25 P1 BPI 2020,A25 P1 BPI 2020,Filter traces,Filter traces by attributes,2021-11-27 05:54:39.260528,P1,A25,2020,Student,Manipulation
232,A25 P1 BPI 2020,A25 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-11-27 06:54:39.260528,P1,A25,2020,Student,Analyze Cycle Time
233,A25 P1 BPI 2020,A25 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-11-27 07:54:39.260528,P1,A25,2020,Student,Representation
234,A25 P1 BPI 2020,A25 P1 BPI 2020,Compare cycle time,Compare cycle time,2021-11-27 08:54:39.260528,P1,A25,2020,Student,Analyze Cycle Time
235,A25 P1 BPI 2020,A25 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-11-27 09:54:39.260528,P1,A25,2020,Student,Analyze Cycle Time
236,A25 P1 BPI 2020,A25 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-11-27 10:54:39.260528,P1,A25,2020,Student,Representation
237,A26 P1 BPI 2020,A26 P1 BPI 2020,Represent process map,Represent process map with cycle time,2021-11-27 11:54:39.260528,P1,A26,2020,Professional,Representation
238,A26 P1 BPI 2020,A26 P1 BPI 2020,Filter traces,Filter traces by activities,2021-11-27 12:54:39.260528,P1,A26,2020,Professional,Manipulation
239,A26 P1 BPI 2020,A26 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-11-27 13:54:39.260528,P1,A26,2020,Professional,Analyze Cycle Time
240,A28 P1 BPI 2020,A28 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-11-27 14:54:39.260528,P1,A28,2020,Professional,Analyze Cycle Time
241,A28 P1 BPI 2020,A28 P1 BPI 2020,Represent bar charts,Represent bar charts of cycle time,2021-11-27 15:54:39.260528,P1,A28,2020,Professional,Representation
242,A28 P1 BPI 2020,A28 P1 BPI 2020,Compare cycle time,Compare cycle time,2021-11-27 16:54:39.260528,P1,A28,2020,Professional,Analyze Cycle Time
243,A35 P1 BPI 2020,A35 P1 BPI 2020,Filter traces,Filter traces by activities,2021-11-27 17:54:39.260528,P1,A35,2020,Professional,Manipulation
244,A35 P1 BPI 2020,A35 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-11-27 18:54:39.260528,P1,A35,2020,Professional,Calculate statistics
245,A35 P1 BPI 2020,A35 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-11-27 19:54:39.260528,P1,A35,2020,Professional,Analyze Cycle Time
246,A35 P1 BPI 2020,A35 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-11-27 20:54:39.260528,P1,A35,2020,Professional,Representation
247,A35 P1 BPI 2020,A35 P1 BPI 2020,Compare cycle time,Compare cycle time,2021-11-27 21:54:39.260528,P1,A35,2020,Professional,Analyze Cycle Time
248,A35 P1 BPI 2020,A35 P1 BPI 2020,Group traces,Group traces by year,2021-11-27 22:54:39.260528,P1,A35,2020,Professional,Manipulation
249,A35 P1 BPI 2020,A35 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-11-27 23:54:39.260528,P1,A35,2020,Professional,Calculate statistics
250,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-11-28 00:54:39.260528,P1,A37,2020,Professional,Analyze Cycle Time
251,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-11-28 01:54:39.260528,P1,A37,2020,Professional,Analyze Cycle Time
252,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-11-28 02:54:39.260528,P1,A37,2020,Professional,Calculate statistics
253,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate number of elements,Calculate number of events,2021-11-28 03:54:39.260528,P1,A37,2020,Professional,Calculate statistics
254,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate number of elements,Calculate number of variants,2021-11-28 04:54:39.260528,P1,A37,2020,Professional,Calculate statistics
255,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-11-28 05:54:39.260528,P1,A1,2017,Student,Analyze Cycle Time
256,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-11-28 06:54:39.260528,P1,A1,2017,Student,Analyze Cycle Time
257,A1 P1 BPI 2017,A1 P1 BPI 2017,Filter events,Filter events by attributes,2021-11-28 07:54:39.260528,P1,A1,2017,Student,Manipulation
258,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-11-28 08:54:39.260528,P1,A1,2017,Student,Analyze Cycle Time
259,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-11-28 09:54:39.260528,P1,A1,2017,Student,Calculate statistics
260,A1 P1 BPI 2017,A1 P1 BPI 2017,Filter events,Filter events by activities,2021-11-28 10:54:39.260528,P1,A1,2017,Student,Manipulation
261,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-11-28 11:54:39.260528,P1,A1,2017,Student,Analyze Cycle Time
262,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-11-28 12:54:39.260528,P1,A1,2017,Student,Calculate statistics
263,A1 P1 BPI 2017,A1 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-11-28 13:54:39.260528,P1,A1,2017,Student,Representation
264,A1 P1 BPI 2017,A1 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-11-28 14:54:39.260528,P1,A1,2017,Student,Analyze Cycle Time
265,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-11-28 15:54:39.260528,P1,A1,2017,Student,Calculate statistics
266,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-11-28 16:54:39.260528,P1,A1,2017,Student,Analyze Cycle Time
267,A2 P1 BPI 2017,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2021-11-28 17:54:39.260528,P1,A2,2017,Student,Manipulation
268,A2 P1 BPI 2017,A2 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-28 18:54:39.260528,P1,A2,2017,Student,Analyze Cycle Time
269,A2 P1 BPI 2017,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2021-11-28 19:54:39.260528,P1,A2,2017,Student,Manipulation
270,A2 P1 BPI 2017,A2 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-28 20:54:39.260528,P1,A2,2017,Student,Analyze Cycle Time
271,A5 P1 BPI 2017,A5 P1 BPI 2017,Filter events,Filter events by activities,2021-11-28 21:54:39.260528,P1,A5,2017,Student,Manipulation
272,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-11-28 22:54:39.260528,P1,A5,2017,Student,Analyze Cycle Time
273,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-11-28 23:54:39.260528,P1,A5,2017,Student,Analyze Cycle Time
274,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-29 00:54:39.260528,P1,A5,2017,Student,Analyze Cycle Time
275,A5 P1 BPI 2017,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-11-29 01:54:39.260528,P1,A5,2017,Student,Representation
276,A5 P1 BPI 2017,A5 P1 BPI 2017,Filter events,Filter events by activities,2021-11-29 02:54:39.260528,P1,A5,2017,Student,Manipulation
277,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-11-29 03:54:39.260528,P1,A5,2017,Student,Analyze Cycle Time
278,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-11-29 04:54:39.260528,P1,A5,2017,Student,Analyze Cycle Time
279,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-29 05:54:39.260528,P1,A5,2017,Student,Analyze Cycle Time
280,A5 P1 BPI 2017,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-11-29 06:54:39.260528,P1,A5,2017,Student,Representation
281,A6 P1 BPI 2017,A6 P1 BPI 2017,Discover process maps,Discover process maps,2021-11-29 07:54:39.260528,P1,A6,2017,Student,Others
282,A6 P1 BPI 2017,A6 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-11-29 08:54:39.260528,P1,A6,2017,Student,Representation
283,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-29 09:54:39.260528,P1,A6,2017,Student,Analyze Cycle Time
284,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-11-29 10:54:39.260528,P1,A6,2017,Student,Calculate statistics
285,A6 P1 BPI 2017,A6 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-11-29 11:54:39.260528,P1,A6,2017,Student,Analyze Cycle Time
286,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-11-29 12:54:39.260528,P1,A6,2017,Student,Calculate statistics
287,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-11-29 13:54:39.260528,P1,A6,2017,Student,Calculate statistics
288,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-11-29 14:54:39.260528,P1,A6,2017,Student,Analyze Cycle Time
289,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-29 15:54:39.260528,P1,A6,2017,Student,Analyze Cycle Time
290,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-11-29 16:54:39.260528,P1,A6,2017,Student,Analyze Cycle Time
291,A6 P1 BPI 2017,A6 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-11-29 17:54:39.260528,P1,A6,2017,Student,Representation
292,A6 P1 BPI 2017,A6 P1 BPI 2017,Group traces,Group traces by cycle time,2021-11-29 18:54:39.260528,P1,A6,2017,Student,Manipulation
293,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-11-29 19:54:39.260528,P1,A6,2017,Student,Calculate statistics
294,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-11-29 20:54:39.260528,P1,A6,2017,Student,Calculate statistics
295,A6 P1 BPI 2017,A6 P1 BPI 2017,Filter traces,Filter traces by activities,2021-11-29 21:54:39.260528,P1,A6,2017,Student,Manipulation
296,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2021-11-29 22:54:39.260528,P1,A7,2017,Student,Calculate statistics
297,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-29 23:54:39.260528,P1,A7,2017,Student,Analyze Cycle Time
298,A7 P1 BPI 2017,A7 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-11-30 00:54:39.260528,P1,A7,2017,Student,Analyze Cycle Time
299,A7 P1 BPI 2017,A7 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-11-30 01:54:39.260528,P1,A7,2017,Student,Identification
300,A7 P1 BPI 2017,A7 P1 BPI 2017,Group traces,Group traces by waiting,2021-11-30 02:54:39.260528,P1,A7,2017,Student,Manipulation
301,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate percentages,Calculate percentage of events,2021-11-30 03:54:39.260528,P1,A7,2017,Student,Calculate statistics
302,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 04:54:39.260528,P1,A7,2017,Student,Analyze Cycle Time
303,A7 P1 BPI 2017,A7 P1 BPI 2017,Identify resources,Identify resources by activities,2021-11-30 05:54:39.260528,P1,A7,2017,Student,Identification
304,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate frequency,Calculate frequency of resources,2021-11-30 06:54:39.260528,P1,A7,2017,Student,Calculate statistics
305,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 07:54:39.260528,P1,A7,2017,Student,Analyze Cycle Time
306,A8 P1 BPI 2017,A8 P1 BPI 2017,Filter traces,Filter traces by activities,2021-11-30 08:54:39.260528,P1,A8,2017,Student,Manipulation
307,A8 P1 BPI 2017,A8 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 09:54:39.260528,P1,A8,2017,Student,Analyze Cycle Time
308,A8 P1 BPI 2017,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2021-11-30 10:54:39.260528,P1,A8,2017,Student,Representation
309,A8 P1 BPI 2017,A8 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 11:54:39.260528,P1,A8,2017,Student,Analyze Cycle Time
310,A8 P1 BPI 2017,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2021-11-30 12:54:39.260528,P1,A8,2017,Student,Representation
311,A8 P1 BPI 2017,A8 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 13:54:39.260528,P1,A8,2017,Student,Analyze Cycle Time
312,A8 P1 BPI 2017,A8 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-11-30 14:54:39.260528,P1,A8,2017,Student,Analyze Cycle Time
313,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-11-30 15:54:39.260528,P1,A9,2017,Student,Analyze Cycle Time
314,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 16:54:39.260528,P1,A9,2017,Student,Analyze Cycle Time
315,A9 P1 BPI 2017,A9 P1 BPI 2017,Compare waiting time with processing time,Compare waiting time with processing time,2021-11-30 17:54:39.260528,P1,A9,2017,Student,Analyze Cycle Time
316,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 18:54:39.260528,P1,A9,2017,Student,Analyze Cycle Time
