,case:id,case:concept:name,Operation,concept:name,time:timestamp,Question,Report,Year,Category,Type
317,A9 P1 BPI 2017,A9 P1 BPI 2017,Group activities,Group activities by role,2021-11-30 19:54:39.260528,P1,A9,2017,Student,Manipulation
318,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 20:54:39.260528,P1,A9,2017,Student,Analyze Cycle Time
319,A9 P1 BPI 2017,A9 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-11-30 21:54:39.260528,P1,A9,2017,Student,Analyze Cycle Time
320,A9 P1 BPI 2017,A9 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2021-11-30 22:54:39.260528,P1,A9,2017,Student,Representation
321,A9 P1 BPI 2017,A9 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-11-30 23:54:39.260528,P1,A9,2017,Student,Identification
322,A10 P1 BPI 2017,A10 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-12-01 00:54:39.260528,P1,A10,2017,Student,Manipulation
323,A10 P1 BPI 2017,A10 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-01 01:54:39.260528,P1,A10,2017,Student,Representation
324,A10 P1 BPI 2017,A10 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-12-01 02:54:39.260528,P1,A10,2017,Student,Analyze Cycle Time
325,A10 P1 BPI 2017,A10 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-01 03:54:39.260528,P1,A10,2017,Student,Analyze Cycle Time
326,A10 P1 BPI 2017,A10 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-01 04:54:39.260528,P1,A10,2017,Student,Analyze Cycle Time
327,A10 P1 BPI 2017,A10 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-12-01 05:54:39.260528,P1,A10,2017,Student,Identification
328,A11 P1 BPI 2017,A11 P1 BPI 2017,Group traces,Group traces by activities,2021-12-01 06:54:39.260528,P1,A11,2017,Student,Manipulation
329,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate number of elements,Calculate number of events,2021-12-01 07:54:39.260528,P1,A11,2017,Student,Calculate statistics
330,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-01 08:54:39.260528,P1,A11,2017,Student,Calculate statistics
331,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2021-12-01 09:54:39.260528,P1,A11,2017,Student,Calculate statistics
332,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-01 10:54:39.260528,P1,A11,2017,Student,Analyze Cycle Time
333,A11 P1 BPI 2017,A11 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-01 11:54:39.260528,P1,A11,2017,Student,Representation
334,A11 P1 BPI 2017,A11 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-01 12:54:39.260528,P1,A11,2017,Student,Analyze Cycle Time
335,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-01 13:54:39.260528,P1,A11,2017,Student,Analyze Cycle Time
336,A11 P1 BPI 2017,A11 P1 BPI 2017,Filter traces,Filter traces by cycle time,2021-12-01 14:54:39.260528,P1,A11,2017,Student,Manipulation
337,A11 P1 BPI 2017,A11 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-01 15:54:39.260528,P1,A11,2017,Student,Representation
338,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-01 16:54:39.260528,P1,A11,2017,Student,Analyze Cycle Time
339,A13 P1 BPI 2017,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-12-01 17:54:39.260528,P1,A13,2017,Student,Representation
340,A13 P1 BPI 2017,A13 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2021-12-01 18:54:39.260528,P1,A13,2017,Student,Representation
341,A13 P1 BPI 2017,A13 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-01 19:54:39.260528,P1,A13,2017,Student,Analyze Cycle Time
342,A13 P1 BPI 2017,A13 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-01 20:54:39.260528,P1,A13,2017,Student,Analyze Cycle Time
343,A13 P1 BPI 2017,A13 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-01 21:54:39.260528,P1,A13,2017,Student,Manipulation
344,A13 P1 BPI 2017,A13 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-01 22:54:39.260528,P1,A13,2017,Student,Calculate statistics
345,A13 P1 BPI 2017,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-12-01 23:54:39.260528,P1,A13,2017,Student,Representation
346,A14 P1 BPI 2017,A14 P1 BPI 2017,Preprocess the traces of the logs,Preprocess the traces of the logs,2021-12-02 00:54:39.260528,P1,A14,2017,Student,Manipulation
347,A14 P1 BPI 2017,A14 P1 BPI 2017,Group traces,Group traces by activities,2021-12-02 01:54:39.260528,P1,A14,2017,Student,Manipulation
348,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-02 02:54:39.260528,P1,A14,2017,Student,Calculate statistics
349,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-02 03:54:39.260528,P1,A14,2017,Student,Analyze Cycle Time
350,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-12-02 04:54:39.260528,P1,A14,2017,Student,Analyze Cycle Time
351,A14 P1 BPI 2017,A14 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-02 05:54:39.260528,P1,A14,2017,Student,Analyze Cycle Time
352,A14 P1 BPI 2017,A14 P1 BPI 2017,Group traces,Group traces depending on attributes,2021-12-02 06:54:39.260528,P1,A14,2017,Student,Manipulation
353,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-02 07:54:39.260528,P1,A14,2017,Student,Calculate statistics
354,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-12-02 08:54:39.260528,P1,A14,2017,Student,Analyze Cycle Time
355,A15 P1 BPI 2017,A15 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-02 09:54:39.260528,P1,A15,2017,Professional,Representation
356,A15 P1 BPI 2017,A15 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-02 10:54:39.260528,P1,A15,2017,Professional,Analyze Cycle Time
357,A15 P1 BPI 2017,A15 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-12-02 11:54:39.260528,P1,A15,2017,Professional,Identification
358,A15 P1 BPI 2017,A15 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-02 12:54:39.260528,P1,A15,2017,Professional,Representation
359,A15 P1 BPI 2017,A15 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-02 13:54:39.260528,P1,A15,2017,Professional,Analyze Cycle Time
360,A16 P1 BPI 2017,A16 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-02 14:54:39.260528,P1,A16,2017,Professional,Representation
361,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 15:54:39.260528,P1,A16,2017,Professional,Analyze Cycle Time
362,A16 P1 BPI 2017,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-12-02 16:54:39.260528,P1,A16,2017,Professional,Manipulation
363,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-02 17:54:39.260528,P1,A16,2017,Professional,Calculate statistics
364,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 18:54:39.260528,P1,A16,2017,Professional,Analyze Cycle Time
365,A16 P1 BPI 2017,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-12-02 19:54:39.260528,P1,A16,2017,Professional,Manipulation
366,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-02 20:54:39.260528,P1,A16,2017,Professional,Calculate statistics
367,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-12-02 21:54:39.260528,P1,A16,2017,Professional,Analyze Cycle Time
368,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-02 22:54:39.260528,P1,A17,2017,Professional,Analyze Cycle Time
369,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-12-02 23:54:39.260528,P1,A17,2017,Professional,Analyze Cycle Time
370,A17 P1 BPI 2017,A17 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-12-03 00:54:39.260528,P1,A17,2017,Professional,Manipulation
371,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-03 01:54:39.260528,P1,A17,2017,Professional,Analyze Cycle Time
372,A17 P1 BPI 2017,A17 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-03 02:54:39.260528,P1,A17,2017,Professional,Representation
373,A17 P1 BPI 2017,A17 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-03 03:54:39.260528,P1,A17,2017,Professional,Analyze Cycle Time
374,A17 P1 BPI 2017,A17 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-12-03 04:54:39.260528,P1,A17,2017,Professional,Identification
375,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-12-03 05:54:39.260528,P1,A17,2017,Professional,Analyze Cycle Time
376,A17 P1 BPI 2017,A17 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-03 06:54:39.260528,P1,A17,2017,Professional,Analyze Cycle Time
377,A17 P1 BPI 2017,A17 P1 BPI 2017,Compare waiting time with processing time,Compare waiting time with processing time,2021-12-03 07:54:39.260528,P1,A17,2017,Professional,Analyze Cycle Time
378,A21 P1 BPI 2017,A21 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-03 08:54:39.260528,P1,A21,2017,Professional,Analyze Cycle Time
379,A21 P1 BPI 2017,A21 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-12-03 09:54:39.260528,P1,A21,2017,Professional,Analyze Cycle Time
380,A21 P1 BPI 2017,A21 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-03 10:54:39.260528,P1,A21,2017,Professional,Analyze Cycle Time
381,A21 P1 BPI 2017,A21 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-03 11:54:39.260528,P1,A21,2017,Professional,Analyze Cycle Time
382,A22 P1 BPI 2017,A22 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-03 12:54:39.260528,P1,A22,2017,Academic,Analyze Cycle Time
383,A22 P1 BPI 2017,A22 P1 BPI 2017,Assign resource to each activity,Assign resource to each activity,2021-12-03 13:54:39.260528,P1,A22,2017,Academic,Others
384,A22 P1 BPI 2017,A22 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-12-03 14:54:39.260528,P1,A22,2017,Academic,Calculate statistics
385,A22 P1 BPI 2017,A22 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-12-03 15:54:39.260528,P1,A22,2017,Academic,Calculate statistics
386,A22 P1 BPI 2017,A22 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-03 16:54:39.260528,P1,A22,2017,Academic,Analyze Cycle Time
387,A23 P1 BPI 2017,A23 P1 BPI 2017,Group activities,Group activities using clustering,2021-12-03 17:54:39.260528,P1,A23,2017,Academic,Manipulation
388,A23 P1 BPI 2017,A23 P1 BPI 2017,Represent heatmaps,Represent heatmaps,2021-12-03 18:54:39.260528,P1,A23,2017,Academic,Representation
389,A23 P1 BPI 2017,A23 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-12-03 19:54:39.260528,P1,A23,2017,Academic,Representation
390,A23 P1 BPI 2017,A23 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-03 20:54:39.260528,P1,A23,2017,Academic,Analyze Cycle Time
391,A23 P1 BPI 2017,A23 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-03 21:54:39.260528,P1,A23,2017,Academic,Analyze Cycle Time
392,A1 P2 BPI 2019,A1 P2 BPI 2019,Group events by time,Group events by time,2021-12-03 22:54:39.260528,P2,A1,2019,Student,Manipulation
393,A1 P2 BPI 2019,A1 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-12-03 23:54:39.260528,P2,A1,2019,Student,Analyze Cycle Time
394,A1 P2 BPI 2019,A1 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-04 00:54:39.260528,P2,A1,2019,Student,Representation
395,A1 P2 BPI 2019,A1 P2 BPI 2019,Compare cycle time,Compare cycle time,2021-12-04 01:54:39.260528,P2,A1,2019,Student,Analyze Cycle Time
396,A1 P2 BPI 2019,A1 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-04 02:54:39.260528,P2,A1,2019,Student,Manipulation
397,A1 P2 BPI 2019,A1 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-04 03:54:39.260528,P2,A1,2019,Student,Calculate statistics
398,A1 P2 BPI 2019,A1 P2 BPI 2019,Calculate throughput,Calculate throughput,2021-12-04 04:54:39.260528,P2,A1,2019,Student,Analyze Cycle Time
399,A1 P2 BPI 2019,A1 P2 BPI 2019,Calculate frequency,Calculate frequency of attributes,2021-12-04 05:54:39.260528,P2,A1,2019,Student,Calculate statistics
400,A1 P2 BPI 2019,A1 P2 BPI 2019,Represent circular charts of attributes of the traces,Represent circular charts of attributes of the traces,2021-12-04 06:54:39.260528,P2,A1,2019,Student,Representation
401,A3 P2 BPI 2019,A3 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-04 07:54:39.260528,P2,A3,2019,Student,Manipulation
402,A3 P2 BPI 2019,A3 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-12-04 08:54:39.260528,P2,A3,2019,Student,Analyze Cycle Time
403,A3 P2 BPI 2019,A3 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-12-04 09:54:39.260528,P2,A3,2019,Student,Calculate statistics
404,A3 P2 BPI 2019,A3 P2 BPI 2019,Represent circular charts of attributes of the traces,Represent circular charts of attributes of the traces,2021-12-04 10:54:39.260528,P2,A3,2019,Student,Representation
405,A3 P2 BPI 2019,A3 P2 BPI 2019,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-04 11:54:39.260528,P2,A3,2019,Student,Analyze Cycle Time
406,A3 P2 BPI 2019,A3 P2 BPI 2019,Apply machine learning techniques,Apply machine learning techniques,2021-12-04 12:54:39.260528,P2,A3,2019,Student,Others
407,A3 P2 BPI 2019,A3 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-12-04 13:54:39.260528,P2,A3,2019,Student,Representation
408,A4 P2 BPI 2019,A4 P2 BPI 2019,Preprocess the events of the logs,Preprocess the events of the logs,2021-12-04 14:54:39.260528,P2,A4,2019,Student,Manipulation
409,A4 P2 BPI 2019,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-04 15:54:39.260528,P2,A4,2019,Student,Analyze Cycle Time
410,A4 P2 BPI 2019,A4 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-04 16:54:39.260528,P2,A4,2019,Student,Manipulation
411,A4 P2 BPI 2019,A4 P2 BPI 2019,Filter traces,Filter traces depending on the order of activities,2021-12-04 17:54:39.260528,P2,A4,2019,Student,Manipulation
412,A4 P2 BPI 2019,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-04 18:54:39.260528,P2,A4,2019,Student,Manipulation
413,A4 P2 BPI 2019,A4 P2 BPI 2019,Group traces,Group traces by activities,2021-12-04 19:54:39.260528,P2,A4,2019,Student,Manipulation
414,A4 P2 BPI 2019,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-12-04 20:54:39.260528,P2,A4,2019,Student,Analyze Cycle Time
415,A4 P2 BPI 2019,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-04 21:54:39.260528,P2,A4,2019,Student,Manipulation
416,A4 P2 BPI 2019,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-04 22:54:39.260528,P2,A4,2019,Student,Analyze Cycle Time
417,A4 P2 BPI 2019,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-04 23:54:39.260528,P2,A4,2019,Student,Manipulation
418,A4 P2 BPI 2019,A4 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-05 00:54:39.260528,P2,A4,2019,Student,Representation
419,A5 P2 BPI 2019,A5 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-05 01:54:39.260528,P2,A5,2019,Student,Manipulation
420,A5 P2 BPI 2019,A5 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-12-05 02:54:39.260528,P2,A5,2019,Student,Calculate statistics
421,A5 P2 BPI 2019,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-05 03:54:39.260528,P2,A5,2019,Student,Analyze Cycle Time
422,A5 P2 BPI 2019,A5 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-12-05 04:54:39.260528,P2,A5,2019,Student,Representation
423,A5 P2 BPI 2019,A5 P2 BPI 2019,Discover happy path of the process,Discover happy path of the process,2021-12-05 05:54:39.260528,P2,A5,2019,Student,Others
424,A5 P2 BPI 2019,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-05 06:54:39.260528,P2,A5,2019,Student,Analyze Cycle Time
425,A5 P2 BPI 2019,A5 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-12-05 07:54:39.260528,P2,A5,2019,Student,Calculate statistics
426,A5 P2 BPI 2019,A5 P2 BPI 2019,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-05 08:54:39.260528,P2,A5,2019,Student,Analyze Cycle Time
427,A5 P2 BPI 2019,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-12-05 09:54:39.260528,P2,A5,2019,Student,Representation
428,A5 P2 BPI 2019,A5 P2 BPI 2019,Identify resources,Identify resource associated with bottlenecks,2021-12-05 10:54:39.260528,P2,A5,2019,Student,Identification
429,A5 P2 BPI 2019,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-12-05 11:54:39.260528,P2,A5,2019,Student,Representation
430,A5 P2 BPI 2019,A5 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-12-05 12:54:39.260528,P2,A5,2019,Student,Identification
431,A5 P2 BPI 2019,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-05 13:54:39.260528,P2,A5,2019,Student,Analyze Cycle Time
432,A5 P2 BPI 2019,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-05 14:54:39.260528,P2,A5,2019,Student,Representation
433,A5 P2 BPI 2019,A5 P2 BPI 2019,Identify resources,Identify resources by cycle time,2021-12-05 15:54:39.260528,P2,A5,2019,Student,Identification
434,A5 P2 BPI 2019,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-12-05 16:54:39.260528,P2,A5,2019,Student,Representation
435,A5 P2 BPI 2019,A5 P2 BPI 2019,Identify resources,Identify resources by activities,2021-12-05 17:54:39.260528,P2,A5,2019,Student,Identification
436,A5 P2 BPI 2019,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-12-05 18:54:39.260528,P2,A5,2019,Student,Representation
437,A5 P2 BPI 2019,A5 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-12-05 19:54:39.260528,P2,A5,2019,Student,Identification
438,A10 P2 BPI 2019,A10 P2 BPI 2019,Preprocess the traces of the logs,Preprocess the traces of the logs,2021-12-05 20:54:39.260528,P2,A10,2019,Professional,Manipulation
439,A10 P2 BPI 2019,A10 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-12-05 21:54:39.260528,P2,A10,2019,Professional,Analyze Cycle Time
440,A10 P2 BPI 2019,A10 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-05 22:54:39.260528,P2,A10,2019,Professional,Analyze Cycle Time
441,A10 P2 BPI 2019,A10 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-12-05 23:54:39.260528,P2,A10,2019,Professional,Calculate statistics
442,A10 P2 BPI 2019,A10 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-12-06 00:54:39.260528,P2,A10,2019,Professional,Identification
443,A11 P2 BPI 2019,A11 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-06 01:54:39.260528,P2,A11,2019,Professional,Manipulation
444,A11 P2 BPI 2019,A11 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-06 02:54:39.260528,P2,A11,2019,Professional,Manipulation
445,A11 P2 BPI 2019,A11 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-12-06 03:54:39.260528,P2,A11,2019,Professional,Calculate statistics
446,A11 P2 BPI 2019,A11 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-12-06 04:54:39.260528,P2,A11,2019,Professional,Calculate statistics
447,A11 P2 BPI 2019,A11 P2 BPI 2019,Represent circular charts of attributes of the traces,Represent circular charts of attributes of the traces,2021-12-06 05:54:39.260528,P2,A11,2019,Professional,Representation
448,A11 P2 BPI 2019,A11 P2 BPI 2019,Calculate dates of the development of activities of resources,Calculate dates of the development of activities of resources,2021-12-06 06:54:39.260528,P2,A11,2019,Professional,Others
449,A11 P2 BPI 2019,A11 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-12-06 07:54:39.260528,P2,A11,2019,Professional,Calculate statistics
450,A11 P2 BPI 2019,A11 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-06 08:54:39.260528,P2,A11,2019,Professional,Analyze Cycle Time
451,A11 P2 BPI 2019,A11 P2 BPI 2019,Calculate average of activities per trace,Calculate average of activities per trace,2021-12-06 09:54:39.260528,P2,A11,2019,Professional,Calculate statistics
452,A11 P2 BPI 2019,A11 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-12-06 10:54:39.260528,P2,A11,2019,Professional,Calculate statistics
453,A11 P2 BPI 2019,A11 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-12-06 11:54:39.260528,P2,A11,2019,Professional,Identification
454,A11 P2 BPI 2019,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-12-06 12:54:39.260528,P2,A11,2019,Professional,Representation
455,A11 P2 BPI 2019,A11 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-12-06 13:54:39.260528,P2,A11,2019,Professional,Representation
456,A11 P2 BPI 2019,A11 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-06 14:54:39.260528,P2,A11,2019,Professional,Representation
457,A11 P2 BPI 2019,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-06 15:54:39.260528,P2,A11,2019,Professional,Representation
458,A11 P2 BPI 2019,A11 P2 BPI 2019,Group traces,Group traces by activities,2021-12-06 16:54:39.260528,P2,A11,2019,Professional,Manipulation
459,A11 P2 BPI 2019,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-06 17:54:39.260528,P2,A11,2019,Professional,Representation
460,A13 P2 BPI 2019,A13 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-06 18:54:39.260528,P2,A13,2019,Academic,Manipulation
461,A13 P2 BPI 2019,A13 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-06 19:54:39.260528,P2,A13,2019,Academic,Manipulation
462,A13 P2 BPI 2019,A13 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-12-06 20:54:39.260528,P2,A13,2019,Academic,Calculate statistics
463,A13 P2 BPI 2019,A13 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-06 21:54:39.260528,P2,A13,2019,Academic,Manipulation
464,A13 P2 BPI 2019,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-12-06 22:54:39.260528,P2,A13,2019,Academic,Analyze Cycle Time
465,A13 P2 BPI 2019,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-12-06 23:54:39.260528,P2,A13,2019,Academic,Analyze Cycle Time
466,A13 P2 BPI 2019,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-07 00:54:39.260528,P2,A13,2019,Academic,Analyze Cycle Time
467,A14 P2 BPI 2019,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-07 01:54:39.260528,P2,A14,2019,Professional,Manipulation
468,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-12-07 02:54:39.260528,P2,A14,2019,Professional,Calculate statistics
469,A14 P2 BPI 2019,A14 P2 BPI 2019,Identify activities,Identify activity with biggest backlog,2021-12-07 03:54:39.260528,P2,A14,2019,Professional,Identification
470,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate waiting time,Calculate waiting time,2021-12-07 04:54:39.260528,P2,A14,2019,Professional,Analyze Cycle Time
471,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-07 05:54:39.260528,P2,A14,2019,Professional,Analyze Cycle Time
472,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-07 06:54:39.260528,P2,A14,2019,Professional,Analyze Cycle Time
473,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-07 07:54:39.260528,P2,A14,2019,Professional,Analyze Cycle Time
474,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent heatmaps,Represent heatmaps,2021-12-07 08:54:39.260528,P2,A14,2019,Professional,Representation
475,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate dates of the development of activities of resources,Calculate dates of the development of activities of resources,2021-12-07 09:54:39.260528,P2,A14,2019,Professional,Others
476,A14 P2 BPI 2019,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-07 10:54:39.260528,P2,A14,2019,Professional,Manipulation
477,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-07 11:54:39.260528,P2,A14,2019,Professional,Calculate statistics
478,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-12-07 12:54:39.260528,P2,A14,2019,Professional,Calculate statistics
