,case:id,case:concept:name,concept:name,Variant,time:timestamp,Question,Report,Year,Category,Type,Tupla,Organization
237,A26 P1 BPI 2020,A26 P1 BPI 2020,Represent process map,Represent process map with cycle time,2021-11-29 06:37:02.248560,P1,A26,2020,Professional,Representation,A262020,Sberbank
238,A26 P1 BPI 2020,A26 P1 BPI 2020,Filter traces,Filter traces by activities,2021-11-29 07:37:02.248560,P1,A26,2020,Professional,Manipulation,A262020,Sberbank
239,A26 P1 BPI 2020,A26 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-11-29 08:37:02.248560,P1,A26,2020,Professional,Analyze Cycle Time,A262020,Sberbank
240,A28 P1 BPI 2020,A28 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-11-29 09:37:02.248560,P1,A28,2020,Professional,Analyze Cycle Time,A282020,Sberbank
241,A28 P1 BPI 2020,A28 P1 BPI 2020,Represent bar charts,Represent bar charts of cycle time,2021-11-29 10:37:02.248560,P1,A28,2020,Professional,Representation,A282020,Sberbank
242,A28 P1 BPI 2020,A28 P1 BPI 2020,Compare cycle time,Compare cycle time,2021-11-29 11:37:02.248560,P1,A28,2020,Professional,Analyze Cycle Time,A282020,Sberbank
243,A35 P1 BPI 2020,A35 P1 BPI 2020,Filter traces,Filter traces by activities,2021-11-29 12:37:02.248560,P1,A35,2020,Professional,Manipulation,A352020,
244,A35 P1 BPI 2020,A35 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-11-29 13:37:02.248560,P1,A35,2020,Professional,Calculate statistics,A352020,
245,A35 P1 BPI 2020,A35 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-11-29 14:37:02.248560,P1,A35,2020,Professional,Analyze Cycle Time,A352020,
246,A35 P1 BPI 2020,A35 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-11-29 15:37:02.248560,P1,A35,2020,Professional,Representation,A352020,
247,A35 P1 BPI 2020,A35 P1 BPI 2020,Compare cycle time,Compare cycle time,2021-11-29 16:37:02.248560,P1,A35,2020,Professional,Analyze Cycle Time,A352020,
248,A35 P1 BPI 2020,A35 P1 BPI 2020,Group traces,Group traces by year,2021-11-29 17:37:02.248560,P1,A35,2020,Professional,Manipulation,A352020,
249,A35 P1 BPI 2020,A35 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-11-29 18:37:02.248560,P1,A35,2020,Professional,Calculate statistics,A352020,
250,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-11-29 19:37:02.248560,P1,A37,2020,Professional,Analyze Cycle Time,A372020,Sberbank
251,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-11-29 20:37:02.248560,P1,A37,2020,Professional,Analyze Cycle Time,A372020,Sberbank
252,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-11-29 21:37:02.248560,P1,A37,2020,Professional,Calculate statistics,A372020,Sberbank
253,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate number of elements,Calculate number of events,2021-11-29 22:37:02.248560,P1,A37,2020,Professional,Calculate statistics,A372020,Sberbank
254,A37 P1 BPI 2020,A37 P1 BPI 2020,Calculate number of elements,Calculate number of variants,2021-11-29 23:37:02.248560,P1,A37,2020,Professional,Calculate statistics,A372020,Sberbank
255,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-11-30 00:37:02.248560,P1,A1,2017,Student,Analyze Cycle Time,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
256,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-11-30 01:37:02.248560,P1,A1,2017,Student,Analyze Cycle Time,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
257,A1 P1 BPI 2017,A1 P1 BPI 2017,Filter events,Filter events by attributes,2021-11-30 02:37:02.248560,P1,A1,2017,Student,Manipulation,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
258,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-11-30 03:37:02.248560,P1,A1,2017,Student,Analyze Cycle Time,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
259,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-11-30 04:37:02.248560,P1,A1,2017,Student,Calculate statistics,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
260,A1 P1 BPI 2017,A1 P1 BPI 2017,Filter events,Filter events by activities,2021-11-30 05:37:02.248560,P1,A1,2017,Student,Manipulation,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
261,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-11-30 06:37:02.248560,P1,A1,2017,Student,Analyze Cycle Time,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
262,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-11-30 07:37:02.248560,P1,A1,2017,Student,Calculate statistics,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
263,A1 P1 BPI 2017,A1 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-11-30 08:37:02.248560,P1,A1,2017,Student,Representation,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
264,A1 P1 BPI 2017,A1 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-11-30 09:37:02.248560,P1,A1,2017,Student,Analyze Cycle Time,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
265,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-11-30 10:37:02.248560,P1,A1,2017,Student,Calculate statistics,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
266,A1 P1 BPI 2017,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-11-30 11:37:02.248560,P1,A1,2017,Student,Analyze Cycle Time,A12017,UniversityofLiechtensteinViennaUniversityofEconomicsandBusiness
267,A2 P1 BPI 2017,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2021-11-30 12:37:02.248560,P1,A2,2017,Student,Manipulation,A22017,POSTECH
268,A2 P1 BPI 2017,A2 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 13:37:02.248560,P1,A2,2017,Student,Analyze Cycle Time,A22017,POSTECH
269,A2 P1 BPI 2017,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2021-11-30 14:37:02.248560,P1,A2,2017,Student,Manipulation,A22017,POSTECH
270,A2 P1 BPI 2017,A2 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 15:37:02.248560,P1,A2,2017,Student,Analyze Cycle Time,A22017,POSTECH
271,A5 P1 BPI 2017,A5 P1 BPI 2017,Filter events,Filter events by activities,2021-11-30 16:37:02.248560,P1,A5,2017,Student,Manipulation,A52017,POSTECH
272,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-11-30 17:37:02.248560,P1,A5,2017,Student,Analyze Cycle Time,A52017,POSTECH
273,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-11-30 18:37:02.248560,P1,A5,2017,Student,Analyze Cycle Time,A52017,POSTECH
274,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-11-30 19:37:02.248560,P1,A5,2017,Student,Analyze Cycle Time,A52017,POSTECH
275,A5 P1 BPI 2017,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-11-30 20:37:02.248560,P1,A5,2017,Student,Representation,A52017,POSTECH
276,A5 P1 BPI 2017,A5 P1 BPI 2017,Filter events,Filter events by activities,2021-11-30 21:37:02.248560,P1,A5,2017,Student,Manipulation,A52017,POSTECH
277,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-11-30 22:37:02.248560,P1,A5,2017,Student,Analyze Cycle Time,A52017,POSTECH
278,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-11-30 23:37:02.248560,P1,A5,2017,Student,Analyze Cycle Time,A52017,POSTECH
279,A5 P1 BPI 2017,A5 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-01 00:37:02.248560,P1,A5,2017,Student,Analyze Cycle Time,A52017,POSTECH
280,A5 P1 BPI 2017,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-01 01:37:02.248560,P1,A5,2017,Student,Representation,A52017,POSTECH
281,A6 P1 BPI 2017,A6 P1 BPI 2017,Discover process maps,Discover process maps,2021-12-01 02:37:02.248560,P1,A6,2017,Student,Others,A62017,EindhovenUniversityofTechnology
282,A6 P1 BPI 2017,A6 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-01 03:37:02.248560,P1,A6,2017,Student,Representation,A62017,EindhovenUniversityofTechnology
283,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-01 04:37:02.248560,P1,A6,2017,Student,Analyze Cycle Time,A62017,EindhovenUniversityofTechnology
284,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-12-01 05:37:02.248560,P1,A6,2017,Student,Calculate statistics,A62017,EindhovenUniversityofTechnology
285,A6 P1 BPI 2017,A6 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-01 06:37:02.248560,P1,A6,2017,Student,Analyze Cycle Time,A62017,EindhovenUniversityofTechnology
286,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-12-01 07:37:02.248560,P1,A6,2017,Student,Calculate statistics,A62017,EindhovenUniversityofTechnology
287,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-01 08:37:02.248560,P1,A6,2017,Student,Calculate statistics,A62017,EindhovenUniversityofTechnology
288,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-12-01 09:37:02.248560,P1,A6,2017,Student,Analyze Cycle Time,A62017,EindhovenUniversityofTechnology
289,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-01 10:37:02.248560,P1,A6,2017,Student,Analyze Cycle Time,A62017,EindhovenUniversityofTechnology
290,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-12-01 11:37:02.248560,P1,A6,2017,Student,Analyze Cycle Time,A62017,EindhovenUniversityofTechnology
291,A6 P1 BPI 2017,A6 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-01 12:37:02.248560,P1,A6,2017,Student,Representation,A62017,EindhovenUniversityofTechnology
292,A6 P1 BPI 2017,A6 P1 BPI 2017,Group traces,Group traces by cycle time,2021-12-01 13:37:02.248560,P1,A6,2017,Student,Manipulation,A62017,EindhovenUniversityofTechnology
293,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-01 14:37:02.248560,P1,A6,2017,Student,Calculate statistics,A62017,EindhovenUniversityofTechnology
294,A6 P1 BPI 2017,A6 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-01 15:37:02.248560,P1,A6,2017,Student,Calculate statistics,A62017,EindhovenUniversityofTechnology
295,A6 P1 BPI 2017,A6 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-01 16:37:02.248560,P1,A6,2017,Student,Manipulation,A62017,EindhovenUniversityofTechnology
296,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2021-12-01 17:37:02.248560,P1,A7,2017,Student,Calculate statistics,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
297,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-01 18:37:02.248560,P1,A7,2017,Student,Analyze Cycle Time,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
298,A7 P1 BPI 2017,A7 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-01 19:37:02.248560,P1,A7,2017,Student,Analyze Cycle Time,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
299,A7 P1 BPI 2017,A7 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-12-01 20:37:02.248560,P1,A7,2017,Student,Identification,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
300,A7 P1 BPI 2017,A7 P1 BPI 2017,Group traces,Group traces by waiting,2021-12-01 21:37:02.248560,P1,A7,2017,Student,Manipulation,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
301,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate percentages,Calculate percentage of events,2021-12-01 22:37:02.248560,P1,A7,2017,Student,Calculate statistics,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
302,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-01 23:37:02.248560,P1,A7,2017,Student,Analyze Cycle Time,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
303,A7 P1 BPI 2017,A7 P1 BPI 2017,Identify resources,Identify resources by activities,2021-12-02 00:37:02.248560,P1,A7,2017,Student,Identification,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
304,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate frequency,Calculate frequency of resources,2021-12-02 01:37:02.248560,P1,A7,2017,Student,Calculate statistics,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
305,A7 P1 BPI 2017,A7 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 02:37:02.248560,P1,A7,2017,Student,Analyze Cycle Time,A72017,DepartofIndustrialandManagementEngineeringPohangUniversityofScienceandTechnology
306,A8 P1 BPI 2017,A8 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-02 03:37:02.248560,P1,A8,2017,Student,Manipulation,A82017,UniversidadeFederaldoEstadodoRiodeJaneiro
307,A8 P1 BPI 2017,A8 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 04:37:02.248560,P1,A8,2017,Student,Analyze Cycle Time,A82017,UniversidadeFederaldoEstadodoRiodeJaneiro
308,A8 P1 BPI 2017,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2021-12-02 05:37:02.248560,P1,A8,2017,Student,Representation,A82017,UniversidadeFederaldoEstadodoRiodeJaneiro
309,A8 P1 BPI 2017,A8 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 06:37:02.248560,P1,A8,2017,Student,Analyze Cycle Time,A82017,UniversidadeFederaldoEstadodoRiodeJaneiro
310,A8 P1 BPI 2017,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2021-12-02 07:37:02.248560,P1,A8,2017,Student,Representation,A82017,UniversidadeFederaldoEstadodoRiodeJaneiro
311,A8 P1 BPI 2017,A8 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 08:37:02.248560,P1,A8,2017,Student,Analyze Cycle Time,A82017,UniversidadeFederaldoEstadodoRiodeJaneiro
312,A8 P1 BPI 2017,A8 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-02 09:37:02.248560,P1,A8,2017,Student,Analyze Cycle Time,A82017,UniversidadeFederaldoEstadodoRiodeJaneiro
313,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate processing time,Calculate processing time,2021-12-02 10:37:02.248560,P1,A9,2017,Student,Analyze Cycle Time,A92017,POSTECH
314,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 11:37:02.248560,P1,A9,2017,Student,Analyze Cycle Time,A92017,POSTECH
315,A9 P1 BPI 2017,A9 P1 BPI 2017,Compare waiting time with processing time,Compare waiting time with processing time,2021-12-02 12:37:02.248560,P1,A9,2017,Student,Analyze Cycle Time,A92017,POSTECH
316,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 13:37:02.248560,P1,A9,2017,Student,Analyze Cycle Time,A92017,POSTECH
317,A9 P1 BPI 2017,A9 P1 BPI 2017,Group activities,Group activities by role,2021-12-02 14:37:02.248560,P1,A9,2017,Student,Manipulation,A92017,POSTECH
318,A9 P1 BPI 2017,A9 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 15:37:02.248560,P1,A9,2017,Student,Analyze Cycle Time,A92017,POSTECH
319,A9 P1 BPI 2017,A9 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-02 16:37:02.248560,P1,A9,2017,Student,Analyze Cycle Time,A92017,POSTECH
320,A9 P1 BPI 2017,A9 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2021-12-02 17:37:02.248560,P1,A9,2017,Student,Representation,A92017,POSTECH
321,A9 P1 BPI 2017,A9 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-12-02 18:37:02.248560,P1,A9,2017,Student,Identification,A92017,POSTECH
322,A10 P1 BPI 2017,A10 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-12-02 19:37:02.248560,P1,A10,2017,Student,Manipulation,A102017,POSTECH
323,A10 P1 BPI 2017,A10 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-02 20:37:02.248560,P1,A10,2017,Student,Representation,A102017,POSTECH
324,A10 P1 BPI 2017,A10 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-12-02 21:37:02.248560,P1,A10,2017,Student,Analyze Cycle Time,A102017,POSTECH
325,A10 P1 BPI 2017,A10 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-02 22:37:02.248560,P1,A10,2017,Student,Analyze Cycle Time,A102017,POSTECH
326,A10 P1 BPI 2017,A10 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-02 23:37:02.248560,P1,A10,2017,Student,Analyze Cycle Time,A102017,POSTECH
327,A10 P1 BPI 2017,A10 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-12-03 00:37:02.248560,P1,A10,2017,Student,Identification,A102017,POSTECH
328,A11 P1 BPI 2017,A11 P1 BPI 2017,Group traces,Group traces by activities,2021-12-03 01:37:02.248560,P1,A11,2017,Student,Manipulation,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
329,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate number of elements,Calculate number of events,2021-12-03 02:37:02.248560,P1,A11,2017,Student,Calculate statistics,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
330,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-03 03:37:02.248560,P1,A11,2017,Student,Calculate statistics,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
331,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2021-12-03 04:37:02.248560,P1,A11,2017,Student,Calculate statistics,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
332,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-03 05:37:02.248560,P1,A11,2017,Student,Analyze Cycle Time,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
333,A11 P1 BPI 2017,A11 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-03 06:37:02.248560,P1,A11,2017,Student,Representation,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
334,A11 P1 BPI 2017,A11 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-03 07:37:02.248560,P1,A11,2017,Student,Analyze Cycle Time,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
335,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-03 08:37:02.248560,P1,A11,2017,Student,Analyze Cycle Time,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
336,A11 P1 BPI 2017,A11 P1 BPI 2017,Filter traces,Filter traces by cycle time,2021-12-03 09:37:02.248560,P1,A11,2017,Student,Manipulation,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
337,A11 P1 BPI 2017,A11 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-03 10:37:02.248560,P1,A11,2017,Student,Representation,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
338,A11 P1 BPI 2017,A11 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-03 11:37:02.248560,P1,A11,2017,Student,Analyze Cycle Time,A112017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
339,A13 P1 BPI 2017,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-12-03 12:37:02.248560,P1,A13,2017,Student,Representation,A132017,NationalResearchUniversityHigherSchoolofEconomics
340,A13 P1 BPI 2017,A13 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2021-12-03 13:37:02.248560,P1,A13,2017,Student,Representation,A132017,NationalResearchUniversityHigherSchoolofEconomics
341,A13 P1 BPI 2017,A13 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-03 14:37:02.248560,P1,A13,2017,Student,Analyze Cycle Time,A132017,NationalResearchUniversityHigherSchoolofEconomics
342,A13 P1 BPI 2017,A13 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-03 15:37:02.248560,P1,A13,2017,Student,Analyze Cycle Time,A132017,NationalResearchUniversityHigherSchoolofEconomics
343,A13 P1 BPI 2017,A13 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-03 16:37:02.248560,P1,A13,2017,Student,Manipulation,A132017,NationalResearchUniversityHigherSchoolofEconomics
344,A13 P1 BPI 2017,A13 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-03 17:37:02.248560,P1,A13,2017,Student,Calculate statistics,A132017,NationalResearchUniversityHigherSchoolofEconomics
345,A13 P1 BPI 2017,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-12-03 18:37:02.248560,P1,A13,2017,Student,Representation,A132017,NationalResearchUniversityHigherSchoolofEconomics
346,A14 P1 BPI 2017,A14 P1 BPI 2017,Preprocess the traces of the logs,Preprocess the traces of the logs,2021-12-03 19:37:02.248560,P1,A14,2017,Student,Manipulation,A142017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
347,A14 P1 BPI 2017,A14 P1 BPI 2017,Group traces,Group traces by activities,2021-12-03 20:37:02.248560,P1,A14,2017,Student,Manipulation,A142017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
348,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-03 21:37:02.248560,P1,A14,2017,Student,Calculate statistics,A142017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
349,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-03 22:37:02.248560,P1,A14,2017,Student,Analyze Cycle Time,A142017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
350,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-12-03 23:37:02.248560,P1,A14,2017,Student,Analyze Cycle Time,A142017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
351,A14 P1 BPI 2017,A14 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-04 00:37:02.248560,P1,A14,2017,Student,Analyze Cycle Time,A142017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
352,A14 P1 BPI 2017,A14 P1 BPI 2017,Group traces,Group traces depending on attributes,2021-12-04 01:37:02.248560,P1,A14,2017,Student,Manipulation,A142017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
353,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-04 02:37:02.248560,P1,A14,2017,Student,Calculate statistics,A142017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
354,A14 P1 BPI 2017,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-12-04 03:37:02.248560,P1,A14,2017,Student,Analyze Cycle Time,A142017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
355,A15 P1 BPI 2017,A15 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-04 04:37:02.248560,P1,A15,2017,Professional,Representation,A152017,ExplorasGmbH
356,A15 P1 BPI 2017,A15 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-04 05:37:02.248560,P1,A15,2017,Professional,Analyze Cycle Time,A152017,ExplorasGmbH
357,A15 P1 BPI 2017,A15 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-12-04 06:37:02.248560,P1,A15,2017,Professional,Identification,A152017,ExplorasGmbH
358,A15 P1 BPI 2017,A15 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-04 07:37:02.248560,P1,A15,2017,Professional,Representation,A152017,ExplorasGmbH
359,A15 P1 BPI 2017,A15 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-04 08:37:02.248560,P1,A15,2017,Professional,Analyze Cycle Time,A152017,ExplorasGmbH
360,A16 P1 BPI 2017,A16 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-04 09:37:02.248560,P1,A16,2017,Professional,Representation,A162017,metafinanzInformationssystemeGmbH
361,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-04 10:37:02.248560,P1,A16,2017,Professional,Analyze Cycle Time,A162017,metafinanzInformationssystemeGmbH
362,A16 P1 BPI 2017,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-12-04 11:37:02.248560,P1,A16,2017,Professional,Manipulation,A162017,metafinanzInformationssystemeGmbH
363,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-04 12:37:02.248560,P1,A16,2017,Professional,Calculate statistics,A162017,metafinanzInformationssystemeGmbH
364,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-04 13:37:02.248560,P1,A16,2017,Professional,Analyze Cycle Time,A162017,metafinanzInformationssystemeGmbH
365,A16 P1 BPI 2017,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-12-04 14:37:02.248560,P1,A16,2017,Professional,Manipulation,A162017,metafinanzInformationssystemeGmbH
366,A16 P1 BPI 2017,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-04 15:37:02.248560,P1,A16,2017,Professional,Calculate statistics,A162017,metafinanzInformationssystemeGmbH
