,case:id,case:concept:name,concept:name,Variant,time:timestamp,Question,Report,Year,Category,Type,Tupla,Organization
466,A13 P2 BPI 2019,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-08 19:37:02.248560,P2,A13,2019,Academic,Analyze Cycle Time,A132019,GermanResearchCenterforArtificialIntelligenceDFKI
467,A14 P2 BPI 2019,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-08 20:37:02.248560,P2,A14,2019,Professional,Manipulation,A142019,CKMAnalytix
468,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-12-08 21:37:02.248560,P2,A14,2019,Professional,Calculate statistics,A142019,CKMAnalytix
469,A14 P2 BPI 2019,A14 P2 BPI 2019,Identify activities,Identify activity with biggest backlog,2021-12-08 22:37:02.248560,P2,A14,2019,Professional,Identification,A142019,CKMAnalytix
470,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate waiting time,Calculate waiting time,2021-12-08 23:37:02.248560,P2,A14,2019,Professional,Analyze Cycle Time,A142019,CKMAnalytix
471,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-09 00:37:02.248560,P2,A14,2019,Professional,Analyze Cycle Time,A142019,CKMAnalytix
472,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-09 01:37:02.248560,P2,A14,2019,Professional,Analyze Cycle Time,A142019,CKMAnalytix
473,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-09 02:37:02.248560,P2,A14,2019,Professional,Analyze Cycle Time,A142019,CKMAnalytix
474,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent heatmaps,Represent heatmaps,2021-12-09 03:37:02.248560,P2,A14,2019,Professional,Representation,A142019,CKMAnalytix
475,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate dates of the development of activities of resources,Calculate dates of the development of activities of resources,2021-12-09 04:37:02.248560,P2,A14,2019,Professional,Others,A142019,CKMAnalytix
476,A14 P2 BPI 2019,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-09 05:37:02.248560,P2,A14,2019,Professional,Manipulation,A142019,CKMAnalytix
477,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-09 06:37:02.248560,P2,A14,2019,Professional,Calculate statistics,A142019,CKMAnalytix
478,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-12-09 07:37:02.248560,P2,A14,2019,Professional,Calculate statistics,A142019,CKMAnalytix
479,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-09 08:37:02.248560,P2,A14,2019,Professional,Representation,A142019,CKMAnalytix
480,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent temporal series,Represent temporal series of subprocesses,2021-12-09 09:37:02.248560,P2,A14,2019,Professional,Representation,A142019,CKMAnalytix
481,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of waiting time,2021-12-09 10:37:02.248560,P2,A14,2019,Professional,Representation,A142019,CKMAnalytix
482,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-12-09 11:37:02.248560,P2,A14,2019,Professional,Calculate statistics,A142019,CKMAnalytix
483,A14 P2 BPI 2019,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-09 12:37:02.248560,P2,A14,2019,Professional,Manipulation,A142019,CKMAnalytix
484,A14 P2 BPI 2019,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-09 13:37:02.248560,P2,A14,2019,Professional,Manipulation,A142019,CKMAnalytix
485,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-12-09 14:37:02.248560,P2,A14,2019,Professional,Calculate statistics,A142019,CKMAnalytix
486,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-09 15:37:02.248560,P2,A14,2019,Professional,Calculate statistics,A142019,CKMAnalytix
487,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-09 16:37:02.248560,P2,A14,2019,Professional,Calculate statistics,A142019,CKMAnalytix
488,A14 P2 BPI 2019,A14 P2 BPI 2019,Filter traces,Filter traces by frequency,2021-12-09 17:37:02.248560,P2,A14,2019,Professional,Manipulation,A142019,CKMAnalytix
489,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent scatterplot,Represent scatterplot,2021-12-09 18:37:02.248560,P2,A14,2019,Professional,Representation,A142019,CKMAnalytix
490,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-09 19:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
491,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-12-09 20:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
492,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-12-09 21:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
493,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-12-09 22:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
494,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calcute number of values of an attribute,2021-12-09 23:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
495,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-12-10 00:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
496,A15 P2 BPI 2019,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-10 01:37:02.248560,P2,A15,2019,Professional,Manipulation,A152019,Agilos
497,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-12-10 02:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
498,A15 P2 BPI 2019,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-10 03:37:02.248560,P2,A15,2019,Professional,Manipulation,A152019,Agilos
499,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-12-10 04:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
500,A15 P2 BPI 2019,A15 P2 BPI 2019,Filter events,Filter events by activities,2021-12-10 05:37:02.248560,P2,A15,2019,Professional,Manipulation,A152019,Agilos
501,A15 P2 BPI 2019,A15 P2 BPI 2019,Preprocess the events of the logs,Preprocess the events of the logs,2021-12-10 06:37:02.248560,P2,A15,2019,Professional,Manipulation,A152019,Agilos
502,A15 P2 BPI 2019,A15 P2 BPI 2019,Group traces,Group traces according to the repetition of activities,2021-12-10 07:37:02.248560,P2,A15,2019,Professional,Manipulation,A152019,Agilos
503,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-12-10 08:37:02.248560,P2,A15,2019,Professional,Analyze Cycle Time,A152019,Agilos
504,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-10 09:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
505,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-12-10 10:37:02.248560,P2,A15,2019,Professional,Calculate statistics,A152019,Agilos
506,A15 P2 BPI 2019,A15 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-10 11:37:02.248560,P2,A15,2019,Professional,Representation,A152019,Agilos
507,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-10 12:37:02.248560,P5,A6,2015,Academic,Analyze Cycle Time,A62015,HasseltUniversity
508,A6 P5 BPI 2015,A6 P5 BPI 2015,Represent histograms,Represent histograms of cycle time,2021-12-10 13:37:02.248560,P5,A6,2015,Academic,Representation,A62015,HasseltUniversity
509,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-12-10 14:37:02.248560,P5,A6,2015,Academic,Calculate statistics,A62015,HasseltUniversity
510,A6 P5 BPI 2015,A6 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-12-10 15:37:02.248560,P5,A6,2015,Academic,Analyze Cycle Time,A62015,HasseltUniversity
511,A6 P5 BPI 2015,A6 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-12-10 16:37:02.248560,P5,A6,2015,Academic,Identification,A62015,HasseltUniversity
512,A6 P5 BPI 2015,A6 P5 BPI 2015,Group traces,Group traces depending on attributes,2021-12-10 17:37:02.248560,P5,A6,2015,Academic,Manipulation,A62015,HasseltUniversity
513,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-12-10 18:37:02.248560,P5,A6,2015,Academic,Calculate statistics,A62015,HasseltUniversity
514,A6 P5 BPI 2015,A6 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-12-10 19:37:02.248560,P5,A6,2015,Academic,Analyze Cycle Time,A62015,HasseltUniversity
515,A6 P5 BPI 2015,A6 P5 BPI 2015,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-10 20:37:02.248560,P5,A6,2015,Academic,Analyze Cycle Time,A62015,HasseltUniversity
516,A6 P5 BPI 2015,A6 P5 BPI 2015,Group traces,Group traces by sub-processes,2021-12-10 21:37:02.248560,P5,A6,2015,Academic,Manipulation,A62015,HasseltUniversity
517,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-12-10 22:37:02.248560,P5,A6,2015,Academic,Calculate statistics,A62015,HasseltUniversity
518,A6 P5 BPI 2015,A6 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-12-10 23:37:02.248560,P5,A6,2015,Academic,Analyze Cycle Time,A62015,HasseltUniversity
519,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-11 00:37:02.248560,P1,A12,2017,Student,Analyze Cycle Time,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
520,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-11 01:37:02.248560,P1,A12,2017,Student,Analyze Cycle Time,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
521,A12 P1 BPI 2017,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-11 02:37:02.248560,P1,A12,2017,Student,Manipulation,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
522,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-11 03:37:02.248560,P1,A12,2017,Student,Calculate statistics,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
523,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2021-12-11 04:37:02.248560,P1,A12,2017,Student,Identification,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
524,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify transitions by cycle time,Identify transitions by cycle time,2021-12-11 05:37:02.248560,P1,A12,2017,Student,Identification,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
525,A12 P1 BPI 2017,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-11 06:37:02.248560,P1,A12,2017,Student,Manipulation,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
526,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-11 07:37:02.248560,P1,A12,2017,Student,Calculate statistics,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
527,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2021-12-11 08:37:02.248560,P1,A12,2017,Student,Identification,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
528,A12 P1 BPI 2017,A12 P1 BPI 2017,Filter events,Filter events by attributes,2021-12-11 09:37:02.248560,P1,A12,2017,Student,Manipulation,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
529,A12 P1 BPI 2017,A12 P1 BPI 2017,Group traces,Group traces by endpoints,2021-12-11 10:37:02.248560,P1,A12,2017,Student,Manipulation,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
530,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-11 11:37:02.248560,P1,A12,2017,Student,Analyze Cycle Time,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
531,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-11 12:37:02.248560,P1,A12,2017,Student,Calculate statistics,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
532,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-12-11 13:37:02.248560,P1,A12,2017,Student,Analyze Cycle Time,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
533,A12 P1 BPI 2017,A12 P1 BPI 2017,Group traces,Group traces by cycle time,2021-12-11 14:37:02.248560,P1,A12,2017,Student,Manipulation,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
534,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-11 15:37:02.248560,P1,A12,2017,Student,Calculate statistics,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
535,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-11 16:37:02.248560,P1,A12,2017,Student,Calculate statistics,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
536,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify activities,Identify common activities,2021-12-11 17:37:02.248560,P1,A12,2017,Student,Identification,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
537,A12 P1 BPI 2017,A12 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-11 18:37:02.248560,P1,A12,2017,Student,Representation,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
538,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-12-11 19:37:02.248560,P1,A12,2017,Student,Analyze Cycle Time,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
539,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of sub-processes,2021-12-11 20:37:02.248560,P1,A12,2017,Student,Calculate statistics,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
540,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify attributes,Identify values of attributes,2021-12-11 21:37:02.248560,P1,A12,2017,Student,Identification,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
541,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of attributes,2021-12-11 22:37:02.248560,P1,A12,2017,Student,Calculate statistics,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
542,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-11 23:37:02.248560,P1,A12,2017,Student,Calculate statistics,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
543,A12 P1 BPI 2017,A12 P1 BPI 2017,Represent linear tendency of cycle time,Represent linear tendency of cycle time,2021-12-12 00:37:02.248560,P1,A12,2017,Student,Representation,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
544,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate statistics,Calculate Statistics of attributes,2021-12-12 01:37:02.248560,P1,A12,2017,Student,Calculate statistics,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
545,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify resources,Identify resources by cycle time,2021-12-12 02:37:02.248560,P1,A12,2017,Student,Identification,A122017,SchoolofEngineeringPontificiaUniversidadCatólicadeChile
546,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent process map,Get process map from the previous question,2021-12-12 03:37:02.248560,P1,A19,2017,Professional,Representation,A192017,CognitioAnalytics
547,A19 P1 BPI 2017,A19 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-12 04:37:02.248560,P1,A19,2017,Professional,Analyze Cycle Time,A192017,CognitioAnalytics
548,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-12-12 05:37:02.248560,P1,A19,2017,Professional,Analyze Cycle Time,A192017,CognitioAnalytics
549,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-12-12 06:37:02.248560,P1,A19,2017,Professional,Analyze Cycle Time,A192017,CognitioAnalytics
550,A19 P1 BPI 2017,A19 P1 BPI 2017,Filter activities,Filter activities by resource,2021-12-12 07:37:02.248560,P1,A19,2017,Professional,Manipulation,A192017,CognitioAnalytics
551,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-12 08:37:02.248560,P1,A19,2017,Professional,Analyze Cycle Time,A192017,CognitioAnalytics
552,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-12 09:37:02.248560,P1,A19,2017,Professional,Representation,A192017,CognitioAnalytics
553,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent linear tendency of cycle time,Represent linear tendency of cycle time,2021-12-12 10:37:02.248560,P1,A19,2017,Professional,Representation,A192017,CognitioAnalytics
554,A19 P1 BPI 2017,A19 P1 BPI 2017,Compare cycle time,Compare cycle time,2021-12-12 11:37:02.248560,P1,A19,2017,Professional,Analyze Cycle Time,A192017,CognitioAnalytics
555,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-12 12:37:02.248560,P1,A19,2017,Professional,Representation,A192017,CognitioAnalytics
556,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent linear tendency of cycle time,Represent linear tendency of cycle time,2021-12-12 13:37:02.248560,P1,A19,2017,Professional,Representation,A192017,CognitioAnalytics
557,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-12 14:37:02.248560,P1,A19,2017,Professional,Representation,A192017,CognitioAnalytics
558,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent linear tendency of cycle time,Represent linear tendency of cycle time,2021-12-12 15:37:02.248560,P1,A19,2017,Professional,Representation,A192017,CognitioAnalytics
559,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-12-12 16:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
560,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-12 17:37:02.248560,P2,A2,2019,Student,Analyze Cycle Time,A22019,RWTHAachenUniversity
561,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-12 18:37:02.248560,P2,A2,2019,Student,Analyze Cycle Time,A22019,RWTHAachenUniversity
562,A2 P2 BPI 2019,A2 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-12 19:37:02.248560,P2,A2,2019,Student,Manipulation,A22019,RWTHAachenUniversity
563,A2 P2 BPI 2019,A2 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-12 20:37:02.248560,P2,A2,2019,Student,Manipulation,A22019,RWTHAachenUniversity
564,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-12-12 21:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
565,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-12 22:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
566,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-12 23:37:02.248560,P2,A2,2019,Student,Calculate statistics,A22019,RWTHAachenUniversity
567,A2 P2 BPI 2019,A2 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-13 00:37:02.248560,P2,A2,2019,Student,Manipulation,A22019,RWTHAachenUniversity
568,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-13 01:37:02.248560,P2,A2,2019,Student,Analyze Cycle Time,A22019,RWTHAachenUniversity
569,A2 P2 BPI 2019,A2 P2 BPI 2019,Filter traces,Filter traces by cycle time,2021-12-13 02:37:02.248560,P2,A2,2019,Student,Manipulation,A22019,RWTHAachenUniversity
570,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify resources,Identify resources by cycle time,2021-12-13 03:37:02.248560,P2,A2,2019,Student,Identification,A22019,RWTHAachenUniversity
571,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-13 04:37:02.248560,P2,A2,2019,Student,Calculate statistics,A22019,RWTHAachenUniversity
572,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-12-13 05:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
573,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-13 06:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
574,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-13 07:37:02.248560,P2,A2,2019,Student,Calculate statistics,A22019,RWTHAachenUniversity
575,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-12-13 08:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
576,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-13 09:37:02.248560,P2,A2,2019,Student,Analyze Cycle Time,A22019,RWTHAachenUniversity
577,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-13 10:37:02.248560,P2,A2,2019,Student,Analyze Cycle Time,A22019,RWTHAachenUniversity
578,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-12-13 11:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
579,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-13 12:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
580,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-12-13 13:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
581,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-13 14:37:02.248560,P2,A2,2019,Student,Analyze Cycle Time,A22019,RWTHAachenUniversity
582,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-12-13 15:37:02.248560,P2,A2,2019,Student,Identification,A22019,RWTHAachenUniversity
583,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-12-13 16:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
584,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-12-13 17:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
585,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-13 18:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
586,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-13 19:37:02.248560,P2,A2,2019,Student,Analyze Cycle Time,A22019,RWTHAachenUniversity
587,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-13 20:37:02.248560,P2,A2,2019,Student,Representation,A22019,RWTHAachenUniversity
588,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate waiting time,Calculate waiting time,2021-12-13 21:37:02.248560,P2,A2,2019,Student,Analyze Cycle Time,A22019,RWTHAachenUniversity
589,A11 P1 BPI 2020,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-12-13 22:37:02.248560,P1,A11,2020,Professional,Representation,A112020,Sberbank
590,A11 P1 BPI 2020,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-12-13 23:37:02.248560,P1,A11,2020,Professional,Identification,A112020,Sberbank
591,A11 P1 BPI 2020,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-12-14 00:37:02.248560,P1,A11,2020,Professional,Representation,A112020,Sberbank
592,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-12-14 01:37:02.248560,P1,A11,2020,Professional,Calculate statistics,A112020,Sberbank
593,A11 P1 BPI 2020,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-12-14 02:37:02.248560,P1,A11,2020,Professional,Identification,A112020,Sberbank
594,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-12-14 03:37:02.248560,P1,A11,2020,Professional,Calculate statistics,A112020,Sberbank
595,A11 P1 BPI 2020,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-12-14 04:37:02.248560,P1,A11,2020,Professional,Identification,A112020,Sberbank
596,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-12-14 05:37:02.248560,P1,A11,2020,Professional,Analyze Cycle Time,A112020,Sberbank
597,A11 P1 BPI 2020,A11 P1 BPI 2020,Filter traces,Filter traces by activities,2021-12-14 06:37:02.248560,P1,A11,2020,Professional,Manipulation,A112020,Sberbank
598,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-12-14 07:37:02.248560,P1,A11,2020,Professional,Analyze Cycle Time,A112020,Sberbank
599,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-14 08:37:02.248560,P1,A11,2020,Professional,Analyze Cycle Time,A112020,Sberbank
600,A11 P1 BPI 2020,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-12-14 09:37:02.248560,P1,A11,2020,Professional,Representation,A112020,Sberbank
601,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-12-14 10:37:02.248560,P1,A11,2020,Professional,Calculate statistics,A112020,Sberbank
602,A11 P1 BPI 2020,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-12-14 11:37:02.248560,P1,A11,2020,Professional,Identification,A112020,Sberbank
