,case:concept:name,concept:name,Specific operation,time:timestamp,Report,Question,Year,Category,Type
381,A21 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.654305,A21,P1,2017,Professional,Analyze Cycle Time
382,A22 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.664286,A22,P1,2017,Academic,Analyze Cycle Time
383,A22 P1 BPI 2017,Assign resource to each activity, ,2021-10-19 12:47:16.673255,A22,P1,2017,Academic,Others
384,A22 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:16.679239,A22,P1,2017,Academic,Calculate statistics
385,A22 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:16.686220,A22,P1,2017,Academic,Calculate statistics
386,A22 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.693239,A22,P1,2017,Academic,Analyze Cycle Time
387,A23 P1 BPI 2017,Group activities,Group activities using clustering,2021-10-19 12:47:16.696829,A23,P1,2017,Academic,Manipulation
388,A23 P1 BPI 2017,Represent heatmaps, ,2021-10-19 12:47:16.696829,A23,P1,2017,Academic,Representation
389,A23 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-10-19 12:47:16.714404,A23,P1,2017,Academic,Representation
390,A23 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:16.718394,A23,P1,2017,Academic,Analyze Cycle Time
391,A23 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.726373,A23,P1,2017,Academic,Analyze Cycle Time
392,A1 P2 BPI 2019,Group events by time, ,2021-10-19 12:47:16.736372,A1,P2,2019,Student,Manipulation
393,A1 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:16.743353,A1,P2,2019,Student,Analyze Cycle Time
394,A1 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:16.753300,A1,P2,2019,Student,Representation
395,A1 P2 BPI 2019,Compare cycle time, ,2021-10-19 12:47:16.760282,A1,P2,2019,Student,Analyze Cycle Time
396,A1 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:16.769545,A1,P2,2019,Student,Manipulation
397,A1 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.775501,A1,P2,2019,Student,Calculate statistics
398,A1 P2 BPI 2019,Calculate throughput, ,2021-10-19 12:47:16.784478,A1,P2,2019,Student,Analyze Cycle Time
399,A1 P2 BPI 2019,Calculate frequency,Calculate frequency of attributes,2021-10-19 12:47:16.790461,A1,P2,2019,Student,Calculate statistics
400,A1 P2 BPI 2019,Represent circular charts of attributes of the traces, ,2021-10-19 12:47:16.801432,A1,P2,2019,Student,Representation
401,A3 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:16.810408,A3,P2,2019,Student,Manipulation
402,A3 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-10-19 12:47:16.820382,A3,P2,2019,Student,Analyze Cycle Time
403,A3 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-10-19 12:47:16.827363,A3,P2,2019,Student,Calculate statistics
404,A3 P2 BPI 2019,Represent circular charts of attributes of the traces, ,2021-10-19 12:47:16.837336,A3,P2,2019,Student,Representation
405,A3 P2 BPI 2019,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.845315,A3,P2,2019,Student,Analyze Cycle Time
406,A3 P2 BPI 2019,Apply machine learning techniques, ,2021-10-19 12:47:16.851299,A3,P2,2019,Student,Others
407,A3 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:16.864264,A3,P2,2019,Student,Representation
408,A4 P2 BPI 2019,Preprocess the events of the logs, ,2021-10-19 12:47:16.878228,A4,P2,2019,Student,Manipulation
409,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:16.883214,A4,P2,2019,Student,Analyze Cycle Time
410,A4 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:16.892190,A4,P2,2019,Student,Manipulation
411,A4 P2 BPI 2019,Filter traces,Filter traces depending on the order of activities,2021-10-19 12:47:16.899171,A4,P2,2019,Student,Manipulation
412,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.907149,A4,P2,2019,Student,Manipulation
413,A4 P2 BPI 2019,Group traces,Group traces by activities,2021-10-19 12:47:16.913134,A4,P2,2019,Student,Manipulation
414,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:16.921112,A4,P2,2019,Student,Analyze Cycle Time
415,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.931086,A4,P2,2019,Student,Manipulation
416,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:16.937070,A4,P2,2019,Student,Analyze Cycle Time
417,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.946045,A4,P2,2019,Student,Manipulation
418,A4 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:16.954024,A4,P2,2019,Student,Representation
419,A5 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:16.964995,A5,P2,2019,Student,Manipulation
420,A5 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:16.970979,A5,P2,2019,Student,Calculate statistics
421,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:16.975966,A5,P2,2019,Student,Analyze Cycle Time
422,A5 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:16.984941,A5,P2,2019,Student,Representation
423,A5 P2 BPI 2019,Discover happy path of the process, ,2021-10-19 12:47:16.988930,A5,P2,2019,Student,Others
424,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:16.993917,A5,P2,2019,Student,Analyze Cycle Time
425,A5 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:16.999901,A5,P2,2019,Student,Calculate statistics
426,A5 P2 BPI 2019,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.006882,A5,P2,2019,Student,Analyze Cycle Time
427,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.013345,A5,P2,2019,Student,Representation
428,A5 P2 BPI 2019,Identify resources,Identify resource associated with bottlenecks,2021-10-19 12:47:17.013345,A5,P2,2019,Student,Identification
429,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.013345,A5,P2,2019,Student,Representation
430,A5 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.028966,A5,P2,2019,Student,Identification
431,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:17.028966,A5,P2,2019,Student,Analyze Cycle Time
432,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:17.043028,A5,P2,2019,Student,Representation
433,A5 P2 BPI 2019,Identify resources,Identify resources by cycle time,2021-10-19 12:47:17.049012,A5,P2,2019,Student,Identification
434,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.058015,A5,P2,2019,Student,Representation
435,A5 P2 BPI 2019,Identify resources,Identify resources by activities,2021-10-19 12:47:17.063971,A5,P2,2019,Student,Identification
436,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.070952,A5,P2,2019,Student,Representation
437,A5 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.075939,A5,P2,2019,Student,Identification
438,A10 P2 BPI 2019,Preprocess the traces of the logs, ,2021-10-19 12:47:17.085912,A10,P2,2019,Professional,Manipulation
439,A10 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:17.090899,A10,P2,2019,Professional,Analyze Cycle Time
440,A10 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:17.098605,A10,P2,2019,Professional,Analyze Cycle Time
441,A10 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.106584,A10,P2,2019,Professional,Calculate statistics
442,A10 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.115574,A10,P2,2019,Professional,Identification
443,A11 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.126530,A11,P2,2019,Professional,Manipulation
444,A11 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:17.134509,A11,P2,2019,Professional,Manipulation
445,A11 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-10-19 12:47:17.140493,A11,P2,2019,Professional,Calculate statistics
446,A11 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-10-19 12:47:17.147474,A11,P2,2019,Professional,Calculate statistics
447,A11 P2 BPI 2019,Represent circular charts of attributes of the traces, ,2021-10-19 12:47:17.156451,A11,P2,2019,Professional,Representation
448,A11 P2 BPI 2019,Calculate dates of the development of activities of resources, ,2021-10-19 12:47:17.162435,A11,P2,2019,Professional,Others
449,A11 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-10-19 12:47:17.170413,A11,P2,2019,Professional,Calculate statistics
450,A11 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:17.177395,A11,P2,2019,Professional,Analyze Cycle Time
451,A11 P2 BPI 2019,Calculate average of activities per trace, ,2021-10-19 12:47:17.187368,A11,P2,2019,Professional,Calculate statistics
452,A11 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-10-19 12:47:17.195347,A11,P2,2019,Professional,Calculate statistics
453,A11 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.205320,A11,P2,2019,Professional,Identification
454,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.213299,A11,P2,2019,Professional,Representation
455,A11 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:17.221277,A11,P2,2019,Professional,Representation
456,A11 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:17.229256,A11,P2,2019,Professional,Representation
457,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:17.238232,A11,P2,2019,Professional,Representation
458,A11 P2 BPI 2019,Group traces,Group traces by activities,2021-10-19 12:47:17.243219,A11,P2,2019,Professional,Manipulation
459,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:17.254189,A11,P2,2019,Professional,Representation
460,A13 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.263169,A13,P2,2019,Academic,Manipulation
461,A13 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.270146,A13,P2,2019,Academic,Manipulation
462,A13 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-10-19 12:47:17.277128,A13,P2,2019,Academic,Calculate statistics
463,A13 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.285106,A13,P2,2019,Academic,Manipulation
464,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:17.290093,A13,P2,2019,Academic,Analyze Cycle Time
465,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:17.297075,A13,P2,2019,Academic,Analyze Cycle Time
466,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:17.303059,A13,P2,2019,Academic,Analyze Cycle Time
467,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.313220,A14,P2,2019,Professional,Manipulation
468,A14 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:17.313220,A14,P2,2019,Professional,Calculate statistics
469,A14 P2 BPI 2019,Identify activities,Identify activity with biggest backlog,2021-10-19 12:47:17.313220,A14,P2,2019,Professional,Identification
470,A14 P2 BPI 2019,Calculate waiting time, ,2021-10-19 12:47:17.328879,A14,P2,2019,Professional,Analyze Cycle Time
471,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:17.328879,A14,P2,2019,Professional,Analyze Cycle Time
472,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:17.328879,A14,P2,2019,Professional,Analyze Cycle Time
473,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:17.345469,A14,P2,2019,Professional,Analyze Cycle Time
474,A14 P2 BPI 2019,Represent heatmaps, ,2021-10-19 12:47:17.345469,A14,P2,2019,Professional,Representation
475,A14 P2 BPI 2019,Calculate dates of the development of activities of resources, ,2021-10-19 12:47:17.361135,A14,P2,2019,Professional,Others
476,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:17.361135,A14,P2,2019,Professional,Manipulation
477,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.375091,A14,P2,2019,Professional,Calculate statistics
478,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.382106,A14,P2,2019,Professional,Calculate statistics
479,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:17.389086,A14,P2,2019,Professional,Representation
480,A14 P2 BPI 2019,Represent temporal series,Represent temporal series of subprocesses,2021-10-19 12:47:17.398027,A14,P2,2019,Professional,Representation
481,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of waiting time,2021-10-19 12:47:17.404049,A14,P2,2019,Professional,Representation
482,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.408028,A14,P2,2019,Professional,Calculate statistics
483,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:17.417974,A14,P2,2019,Professional,Manipulation
484,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.422961,A14,P2,2019,Professional,Manipulation
485,A14 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-10-19 12:47:17.432934,A14,P2,2019,Professional,Calculate statistics
486,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.439916,A14,P2,2019,Professional,Calculate statistics
487,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.447895,A14,P2,2019,Professional,Calculate statistics
488,A14 P2 BPI 2019,Filter traces,Filter traces by frequency,2021-10-19 12:47:17.455873,A14,P2,2019,Professional,Manipulation
489,A14 P2 BPI 2019,Represent scatterplot, ,2021-10-19 12:47:17.462854,A14,P2,2019,Professional,Representation
490,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.470833,A15,P2,2019,Professional,Calculate statistics
491,A15 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-10-19 12:47:17.477814,A15,P2,2019,Professional,Calculate statistics
492,A15 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:17.485793,A15,P2,2019,Professional,Calculate statistics
493,A15 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-10-19 12:47:17.491777,A15,P2,2019,Professional,Calculate statistics
494,A15 P2 BPI 2019,Calculate number of elements,Calcute number of values of an attribute,2021-10-19 12:47:17.498758,A15,P2,2019,Professional,Calculate statistics
495,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.505740,A15,P2,2019,Professional,Calculate statistics
496,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.513719,A15,P2,2019,Professional,Manipulation
497,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.519703,A15,P2,2019,Professional,Calculate statistics
498,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.525686,A15,P2,2019,Professional,Manipulation
499,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.529644,A15,P2,2019,Professional,Calculate statistics
500,A15 P2 BPI 2019,Filter events,Filter events by activities,2021-10-19 12:47:17.529644,A15,P2,2019,Professional,Manipulation
501,A15 P2 BPI 2019,Preprocess the events of the logs, ,2021-10-19 12:47:17.529644,A15,P2,2019,Professional,Manipulation
502,A15 P2 BPI 2019,Group traces,Group traces according to the repetition of activities,2021-10-19 12:47:17.545817,A15,P2,2019,Professional,Manipulation
503,A15 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:17.545817,A15,P2,2019,Professional,Analyze Cycle Time
504,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.545817,A15,P2,2019,Professional,Calculate statistics
505,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.561442,A15,P2,2019,Professional,Calculate statistics
506,A15 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:17.561442,A15,P2,2019,Professional,Representation
507,A6 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:17.577098,A6,P5,2015,Academic,Analyze Cycle Time
508,A6 P5 BPI 2015,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.577098,A6,P5,2015,Academic,Representation
509,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:17.577098,A6,P5,2015,Academic,Calculate statistics
510,A6 P5 BPI 2015,Compare cycle time, ,2021-10-19 12:47:17.600108,A6,P5,2015,Academic,Analyze Cycle Time
511,A6 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-10-19 12:47:17.608123,A6,P5,2015,Academic,Identification
512,A6 P5 BPI 2015,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.611079,A6,P5,2015,Academic,Manipulation
513,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:17.618060,A6,P5,2015,Academic,Calculate statistics
514,A6 P5 BPI 2015,Compare cycle time, ,2021-10-19 12:47:17.626039,A6,P5,2015,Academic,Analyze Cycle Time
515,A6 P5 BPI 2015,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.634060,A6,P5,2015,Academic,Analyze Cycle Time
516,A6 P5 BPI 2015,Group traces,Group traces by sub-processes,2021-10-19 12:47:17.638050,A6,P5,2015,Academic,Manipulation
517,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:17.650972,A6,P5,2015,Academic,Calculate statistics
518,A6 P5 BPI 2015,Compare cycle time, ,2021-10-19 12:47:17.657953,A6,P5,2015,Academic,Analyze Cycle Time
519,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:17.662743,A12,P1,2017,Student,Analyze Cycle Time
520,A12 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.662743,A12,P1,2017,Student,Analyze Cycle Time
521,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:17.678366,A12,P1,2017,Student,Manipulation
522,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.678366,A12,P1,2017,Student,Calculate statistics
523,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2021-10-19 12:47:17.678366,A12,P1,2017,Student,Identification
524,A12 P1 BPI 2017,Identify transitions by cycle time, ,2021-10-19 12:47:17.693987,A12,P1,2017,Student,Identification
525,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:17.693987,A12,P1,2017,Student,Manipulation
526,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.709640,A12,P1,2017,Student,Calculate statistics
527,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2021-10-19 12:47:17.709640,A12,P1,2017,Student,Identification
528,A12 P1 BPI 2017,Filter events,Filter events by attributes,2021-10-19 12:47:17.722725,A12,P1,2017,Student,Manipulation
529,A12 P1 BPI 2017,Group traces,Group traces by endpoints,2021-10-19 12:47:17.728711,A12,P1,2017,Student,Manipulation
530,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:17.736688,A12,P1,2017,Student,Analyze Cycle Time
531,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.743670,A12,P1,2017,Student,Calculate statistics
532,A12 P1 BPI 2017,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.752646,A12,P1,2017,Student,Analyze Cycle Time
533,A12 P1 BPI 2017,Group traces,Group traces by cycle time,2021-10-19 12:47:17.757632,A12,P1,2017,Student,Manipulation
534,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.766608,A12,P1,2017,Student,Calculate statistics
535,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.773589,A12,P1,2017,Student,Calculate statistics
536,A12 P1 BPI 2017,Identify activities,Identify common activities,2021-10-19 12:47:17.781568,A12,P1,2017,Student,Identification
537,A12 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:17.790544,A12,P1,2017,Student,Representation
538,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:17.793536,A12,P1,2017,Student,Analyze Cycle Time
539,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of sub-processes,2021-10-19 12:47:17.801514,A12,P1,2017,Student,Calculate statistics
540,A12 P1 BPI 2017,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.812485,A12,P1,2017,Student,Identification
541,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of attributes,2021-10-19 12:47:17.818470,A12,P1,2017,Student,Calculate statistics
542,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.827445,A12,P1,2017,Student,Calculate statistics
543,A12 P1 BPI 2017,Represent linear tendency of cycle time, ,2021-10-19 12:47:17.837418,A12,P1,2017,Student,Representation
544,A12 P1 BPI 2017,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.842405,A12,P1,2017,Student,Calculate statistics
545,A12 P1 BPI 2017,Identify resources,Identify resources by cycle time,2021-10-19 12:47:17.851383,A12,P1,2017,Student,Identification
546,A19 P1 BPI 2017,Represent process map,Get process map from the previous question,2021-10-19 12:47:17.864347,A19,P1,2017,Professional,Representation
547,A19 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.871328,A19,P1,2017,Professional,Analyze Cycle Time
548,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:17.876315,A19,P1,2017,Professional,Analyze Cycle Time
549,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:17.885290,A19,P1,2017,Professional,Analyze Cycle Time
550,A19 P1 BPI 2017,Filter activities,Filter activities by resource,2021-10-19 12:47:17.892272,A19,P1,2017,Professional,Manipulation
551,A19 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:17.899253,A19,P1,2017,Professional,Analyze Cycle Time
552,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.907232,A19,P1,2017,Professional,Representation
553,A19 P1 BPI 2017,Represent linear tendency of cycle time, ,2021-10-19 12:47:17.913247,A19,P1,2017,Professional,Representation
554,A19 P1 BPI 2017,Compare cycle time, ,2021-10-19 12:47:17.918226,A19,P1,2017,Professional,Analyze Cycle Time
555,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.925208,A19,P1,2017,Professional,Representation
556,A19 P1 BPI 2017,Represent linear tendency of cycle time, ,2021-10-19 12:47:17.931192,A19,P1,2017,Professional,Representation
557,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.937184,A19,P1,2017,Professional,Representation
558,A19 P1 BPI 2017,Represent linear tendency of cycle time, ,2021-10-19 12:47:17.943167,A19,P1,2017,Professional,Representation
559,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.947558,A2,P2,2019,Student,Representation
560,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:17.947558,A2,P2,2019,Student,Analyze Cycle Time
561,A2 P2 BPI 2019,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.947558,A2,P2,2019,Student,Analyze Cycle Time
562,A2 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:17.963203,A2,P2,2019,Student,Manipulation
563,A2 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.963203,A2,P2,2019,Student,Manipulation
564,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:17.978839,A2,P2,2019,Student,Representation
565,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:17.978839,A2,P2,2019,Student,Representation
566,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.978839,A2,P2,2019,Student,Calculate statistics
567,A2 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.994462,A2,P2,2019,Student,Manipulation
568,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:17.994462,A2,P2,2019,Student,Analyze Cycle Time
569,A2 P2 BPI 2019,Filter traces,Filter traces by cycle time,2021-10-19 12:47:17.994462,A2,P2,2019,Student,Manipulation
570,A2 P2 BPI 2019,Identify resources,Identify resources by cycle time,2021-10-19 12:47:18.010046,A2,P2,2019,Student,Identification
571,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.010046,A2,P2,2019,Student,Calculate statistics
572,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:18.025974,A2,P2,2019,Student,Representation
573,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.028051,A2,P2,2019,Student,Representation
574,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.028051,A2,P2,2019,Student,Calculate statistics
575,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:18.028051,A2,P2,2019,Student,Representation
576,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:18.043719,A2,P2,2019,Student,Analyze Cycle Time
577,A2 P2 BPI 2019,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:18.047727,A2,P2,2019,Student,Analyze Cycle Time
