,case:concept:name,concept:name,Specific operation,time:timestamp,Report,Question,Year,Category,Type
185,A8 P5 BPI 2015,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:15.153521,A8,P5,2015,Professional,Calculate statistics
186,A8 P5 BPI 2015,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:15.153521,A8,P5,2015,Professional,Analyze Cycle Time
187,A8 P5 BPI 2015,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-10-19 12:47:15.169106,A8,P5,2015,Professional,Analyze Cycle Time
188,A8 P5 BPI 2015,Identify resources,Identify resource associated with bottlenecks,2021-10-19 12:47:15.169106,A8,P5,2015,Professional,Identification
189,A9 P5 BPI 2015,Filter traces,Filter traces by activities,2021-10-19 12:47:15.190987,A9,P5,2015,Student,Manipulation
190,A9 P5 BPI 2015,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:15.196971,A9,P5,2015,Student,Analyze Cycle Time
191,A9 P5 BPI 2015,Group traces,Group traces by cycle time,2021-10-19 12:47:15.203952,A9,P5,2015,Student,Manipulation
192,A9 P5 BPI 2015,Apply decision trees, ,2021-10-19 12:47:15.210975,A9,P5,2015,Student,Others
193,A9 P5 BPI 2015,Group organizational units, ,2021-10-19 12:47:15.217957,A9,P5,2015,Student,Manipulation
194,A9 P5 BPI 2015,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.223918,A9,P5,2015,Student,Calculate statistics
195,A9 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:15.228913,A9,P5,2015,Student,Analyze Cycle Time
196,A9 P5 BPI 2015,Compare cycle time, ,2021-10-19 12:47:15.236897,A9,P5,2015,Student,Analyze Cycle Time
197,A9 P5 BPI 2015,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-10-19 12:47:15.243875,A9,P5,2015,Student,Analyze Cycle Time
198,A1 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.249876,A1,P1,2020,Academic,Manipulation
199,A1 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:15.249876,A1,P1,2020,Academic,Analyze Cycle Time
200,A1 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:15.265539,A1,P1,2020,Academic,Analyze Cycle Time
201,A1 P1 BPI 2020,Filter traces,Filter traces by attributes,2021-10-19 12:47:15.265539,A1,P1,2020,Academic,Manipulation
202,A1 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:15.265539,A1,P1,2020,Academic,Analyze Cycle Time
203,A2 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:15.281168,A2,P1,2020,Student,Analyze Cycle Time
204,A7 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.301914,A7,P1,2020,Academic,Manipulation
205,A7 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.308894,A7,P1,2020,Academic,Calculate statistics
206,A7 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.315876,A7,P1,2020,Academic,Calculate statistics
207,A7 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:15.323854,A7,P1,2020,Academic,Analyze Cycle Time
208,A7 P1 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-10-19 12:47:15.328841,A7,P1,2020,Academic,Calculate statistics
209,A7 P1 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-10-19 12:47:15.336821,A7,P1,2020,Academic,Calculate statistics
210,A7 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:15.345822,A7,P1,2020,Academic,Analyze Cycle Time
211,A7 P1 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-10-19 12:47:15.352778,A7,P1,2020,Academic,Calculate statistics
212,A10 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.362777,A10,P1,2020,Academic,Analyze Cycle Time
213,A10 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.372750,A10,P1,2020,Academic,Representation
214,A10 P1 BPI 2020,Represent boxplots of cycle time, ,2021-10-19 12:47:15.379737,A10,P1,2020,Academic,Representation
215,A10 P1 BPI 2020,Represent density of cycle time, ,2021-10-19 12:47:15.387684,A10,P1,2020,Academic,Representation
216,A12 P1 BPI 2020,Calculate processing time, ,2021-10-19 12:47:15.397658,A12,P1,2020,Professional,Analyze Cycle Time
217,A12 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.407630,A12,P1,2020,Professional,Manipulation
218,A12 P1 BPI 2020,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.418601,A12,P1,2020,Professional,Representation
219,A13 P1 BPI 2020,Represent bar charts,Represent bar charts of traces,2021-10-19 12:47:15.429598,A13,P1,2020,Professional,Representation
220,A13 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:15.436579,A13,P1,2020,Professional,Analyze Cycle Time
221,A13 P1 BPI 2020,Represent bar charts,Represent bar charts of traces,2021-10-19 12:47:15.443566,A13,P1,2020,Professional,Representation
222,A13 P1 BPI 2020,Group traces,Group traces by year,2021-10-19 12:47:15.446557,A13,P1,2020,Professional,Manipulation
223,A13 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.454538,A13,P1,2020,Professional,Manipulation
224,A13 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:15.459526,A13,P1,2020,Professional,Analyze Cycle Time
225,A13 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.465527,A13,P1,2020,Professional,Calculate statistics
226,A13 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.465527,A13,P1,2020,Professional,Calculate statistics
227,A18 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.481149,A18,P1,2020,Academic,Manipulation
228,A18 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.481149,A18,P1,2020,Academic,Calculate statistics
229,A18 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.481149,A18,P1,2020,Academic,Analyze Cycle Time
230,A18 P1 BPI 2020,Represent boxplots of cycle time, ,2021-10-19 12:47:15.496771,A18,P1,2020,Academic,Representation
231,A25 P1 BPI 2020,Filter traces,Filter traces by attributes,2021-10-19 12:47:15.496771,A25,P1,2020,Student,Manipulation
232,A25 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:15.514808,A25,P1,2020,Student,Analyze Cycle Time
233,A25 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.515140,A25,P1,2020,Student,Representation
234,A25 P1 BPI 2020,Compare cycle time, ,2021-10-19 12:47:15.530763,A25,P1,2020,Student,Analyze Cycle Time
235,A25 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.538774,A25,P1,2020,Student,Analyze Cycle Time
236,A25 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.538774,A25,P1,2020,Student,Representation
237,A26 P1 BPI 2020,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.558743,A26,P1,2020,Professional,Representation
238,A26 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.566721,A26,P1,2020,Professional,Manipulation
239,A26 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:15.572705,A26,P1,2020,Professional,Analyze Cycle Time
240,A28 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:15.585717,A28,P1,2020,Professional,Analyze Cycle Time
241,A28 P1 BPI 2020,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:15.599664,A28,P1,2020,Professional,Representation
242,A28 P1 BPI 2020,Compare cycle time, ,2021-10-19 12:47:15.607613,A28,P1,2020,Professional,Analyze Cycle Time
243,A35 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.619581,A35,P1,2020,Professional,Manipulation
244,A35 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.626561,A35,P1,2020,Professional,Calculate statistics
245,A35 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.634543,A35,P1,2020,Professional,Analyze Cycle Time
246,A35 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.645537,A35,P1,2020,Professional,Representation
247,A35 P1 BPI 2020,Compare cycle time, ,2021-10-19 12:47:15.653490,A35,P1,2020,Professional,Analyze Cycle Time
248,A35 P1 BPI 2020,Group traces,Group traces by year,2021-10-19 12:47:15.659473,A35,P1,2020,Professional,Manipulation
249,A35 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.668450,A35,P1,2020,Professional,Calculate statistics
250,A37 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.679420,A37,P1,2020,Professional,Analyze Cycle Time
251,A37 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.686402,A37,P1,2020,Professional,Analyze Cycle Time
252,A37 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.693382,A37,P1,2020,Professional,Calculate statistics
253,A37 P1 BPI 2020,Calculate number of elements,Calculate number of events,2021-10-19 12:47:15.700367,A37,P1,2020,Professional,Calculate statistics
254,A37 P1 BPI 2020,Calculate number of elements,Calculate number of variants,2021-10-19 12:47:15.707345,A37,P1,2020,Professional,Calculate statistics
255,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:15.718318,A1,P1,2017,Student,Analyze Cycle Time
256,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.726332,A1,P1,2017,Student,Analyze Cycle Time
257,A1 P1 BPI 2017,Filter events,Filter events by attributes,2021-10-19 12:47:15.734306,A1,P1,2017,Student,Manipulation
258,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:15.741291,A1,P1,2017,Student,Analyze Cycle Time
259,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-10-19 12:47:15.748254,A1,P1,2017,Student,Calculate statistics
260,A1 P1 BPI 2017,Filter events,Filter events by activities,2021-10-19 12:47:15.756241,A1,P1,2017,Student,Manipulation
261,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:15.761229,A1,P1,2017,Student,Analyze Cycle Time
262,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-10-19 12:47:15.768183,A1,P1,2017,Student,Calculate statistics
263,A1 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.778182,A1,P1,2017,Student,Representation
264,A1 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:15.784173,A1,P1,2017,Student,Analyze Cycle Time
265,A1 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.791153,A1,P1,2017,Student,Calculate statistics
266,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.796134,A1,P1,2017,Student,Analyze Cycle Time
267,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:15.809100,A2,P1,2017,Student,Manipulation
268,A2 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.816086,A2,P1,2017,Student,Analyze Cycle Time
269,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:15.824066,A2,P1,2017,Student,Manipulation
270,A2 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.830044,A2,P1,2017,Student,Analyze Cycle Time
271,A5 P1 BPI 2017,Filter events,Filter events by activities,2021-10-19 12:47:15.844014,A5,P1,2017,Student,Manipulation
272,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.849967,A5,P1,2017,Student,Analyze Cycle Time
273,A5 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:15.856972,A5,P1,2017,Student,Analyze Cycle Time
274,A5 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.864004,A5,P1,2017,Student,Analyze Cycle Time
275,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.871932,A5,P1,2017,Student,Representation
276,A5 P1 BPI 2017,Filter events,Filter events by activities,2021-10-19 12:47:15.876927,A5,P1,2017,Student,Manipulation
277,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.880822,A5,P1,2017,Student,Analyze Cycle Time
278,A5 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:15.880822,A5,P1,2017,Student,Analyze Cycle Time
279,A5 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.880822,A5,P1,2017,Student,Analyze Cycle Time
280,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.896478,A5,P1,2017,Student,Representation
281,A6 P1 BPI 2017,Discover process maps, ,2021-10-19 12:47:15.896478,A6,P1,2017,Student,Others
282,A6 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.919355,A6,P1,2017,Student,Representation
283,A6 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.924342,A6,P1,2017,Student,Analyze Cycle Time
284,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-10-19 12:47:15.931323,A6,P1,2017,Student,Calculate statistics
285,A6 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:15.939328,A6,P1,2017,Student,Analyze Cycle Time
286,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:15.945287,A6,P1,2017,Student,Calculate statistics
287,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.955284,A6,P1,2017,Student,Calculate statistics
288,A6 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:15.960266,A6,P1,2017,Student,Analyze Cycle Time
289,A6 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.964269,A6,P1,2017,Student,Analyze Cycle Time
290,A6 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:15.964269,A6,P1,2017,Student,Analyze Cycle Time
291,A6 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.979929,A6,P1,2017,Student,Representation
292,A6 P1 BPI 2017,Group traces,Group traces by cycle time,2021-10-19 12:47:15.979929,A6,P1,2017,Student,Manipulation
293,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.979929,A6,P1,2017,Student,Calculate statistics
294,A6 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.995513,A6,P1,2017,Student,Calculate statistics
295,A6 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:15.995513,A6,P1,2017,Student,Manipulation
296,A7 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:16.012486,A7,P1,2017,Student,Calculate statistics
297,A7 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.012486,A7,P1,2017,Student,Analyze Cycle Time
298,A7 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.028142,A7,P1,2017,Student,Analyze Cycle Time
299,A7 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.028142,A7,P1,2017,Student,Identification
300,A7 P1 BPI 2017,Group traces,Group traces by waiting,2021-10-19 12:47:16.028142,A7,P1,2017,Student,Manipulation
301,A7 P1 BPI 2017,Calculate percentages,Calculate percentage of events,2021-10-19 12:47:16.041147,A7,P1,2017,Student,Calculate statistics
302,A7 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.041147,A7,P1,2017,Student,Analyze Cycle Time
303,A7 P1 BPI 2017,Identify resources,Identify resources by activities,2021-10-19 12:47:16.058672,A7,P1,2017,Student,Identification
304,A7 P1 BPI 2017,Calculate frequency,Calculate frequency of resources,2021-10-19 12:47:16.064682,A7,P1,2017,Student,Calculate statistics
305,A7 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.071663,A7,P1,2017,Student,Analyze Cycle Time
306,A8 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:16.085638,A8,P1,2017,Student,Manipulation
307,A8 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.090612,A8,P1,2017,Student,Analyze Cycle Time
308,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2021-10-19 12:47:16.098598,A8,P1,2017,Student,Representation
309,A8 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.103585,A8,P1,2017,Student,Analyze Cycle Time
310,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2021-10-19 12:47:16.110569,A8,P1,2017,Student,Representation
311,A8 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.114570,A8,P1,2017,Student,Analyze Cycle Time
312,A8 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.114570,A8,P1,2017,Student,Analyze Cycle Time
313,A9 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:16.130225,A9,P1,2017,Student,Analyze Cycle Time
314,A9 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.130225,A9,P1,2017,Student,Analyze Cycle Time
315,A9 P1 BPI 2017,Compare waiting time with processing time, ,2021-10-19 12:47:16.141276,A9,P1,2017,Student,Analyze Cycle Time
316,A9 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.141276,A9,P1,2017,Student,Analyze Cycle Time
317,A9 P1 BPI 2017,Group activities,Group activities by role,2021-10-19 12:47:16.141276,A9,P1,2017,Student,Manipulation
318,A9 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.161922,A9,P1,2017,Student,Analyze Cycle Time
319,A9 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.168900,A9,P1,2017,Student,Analyze Cycle Time
320,A9 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2021-10-19 12:47:16.175881,A9,P1,2017,Student,Representation
321,A9 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.180818,A9,P1,2017,Student,Identification
322,A10 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.180818,A10,P1,2017,Student,Manipulation
323,A10 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.196473,A10,P1,2017,Student,Representation
324,A10 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:16.196473,A10,P1,2017,Student,Analyze Cycle Time
325,A10 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.212061,A10,P1,2017,Student,Analyze Cycle Time
326,A10 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.220397,A10,P1,2017,Student,Analyze Cycle Time
327,A10 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.232365,A10,P1,2017,Student,Identification
328,A11 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:16.242371,A11,P1,2017,Student,Manipulation
329,A11 P1 BPI 2017,Calculate number of elements,Calculate number of events,2021-10-19 12:47:16.249354,A11,P1,2017,Student,Calculate statistics
330,A11 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.255338,A11,P1,2017,Student,Calculate statistics
331,A11 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:16.261320,A11,P1,2017,Student,Calculate statistics
332,A11 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:16.267302,A11,P1,2017,Student,Analyze Cycle Time
333,A11 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.275277,A11,P1,2017,Student,Representation
334,A11 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.281244,A11,P1,2017,Student,Analyze Cycle Time
335,A11 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.287212,A11,P1,2017,Student,Analyze Cycle Time
336,A11 P1 BPI 2017,Filter traces,Filter traces by cycle time,2021-10-19 12:47:16.295163,A11,P1,2017,Student,Manipulation
337,A11 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:16.303142,A11,P1,2017,Student,Representation
338,A11 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.308156,A11,P1,2017,Student,Analyze Cycle Time
339,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-10-19 12:47:16.319135,A13,P1,2017,Student,Representation
340,A13 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2021-10-19 12:47:16.325118,A13,P1,2017,Student,Representation
341,A13 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.330071,A13,P1,2017,Student,Analyze Cycle Time
342,A13 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.330494,A13,P1,2017,Student,Analyze Cycle Time
343,A13 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:16.343594,A13,P1,2017,Student,Manipulation
344,A13 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.350147,A13,P1,2017,Student,Calculate statistics
345,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-10-19 12:47:16.360113,A13,P1,2017,Student,Representation
346,A14 P1 BPI 2017,Preprocess the traces of the logs, ,2021-10-19 12:47:16.372087,A14,P1,2017,Student,Manipulation
347,A14 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:16.376050,A14,P1,2017,Student,Manipulation
348,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:16.385057,A14,P1,2017,Student,Calculate statistics
349,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:16.392028,A14,P1,2017,Student,Analyze Cycle Time
350,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-10-19 12:47:16.399015,A14,P1,2017,Student,Analyze Cycle Time
351,A14 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.407984,A14,P1,2017,Student,Analyze Cycle Time
352,A14 P1 BPI 2017,Group traces,Group traces depending on attributes,2021-10-19 12:47:16.411975,A14,P1,2017,Student,Manipulation
353,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:16.422945,A14,P1,2017,Student,Calculate statistics
354,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-10-19 12:47:16.427931,A14,P1,2017,Student,Analyze Cycle Time
355,A15 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.443894,A15,P1,2017,Professional,Representation
356,A15 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.450887,A15,P1,2017,Professional,Analyze Cycle Time
357,A15 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.458856,A15,P1,2017,Professional,Identification
358,A15 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:16.466843,A15,P1,2017,Professional,Representation
359,A15 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:16.472793,A15,P1,2017,Professional,Analyze Cycle Time
360,A16 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.486753,A16,P1,2017,Professional,Representation
361,A16 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.491766,A16,P1,2017,Professional,Analyze Cycle Time
362,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:16.496747,A16,P1,2017,Professional,Manipulation
363,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.506726,A16,P1,2017,Professional,Calculate statistics
364,A16 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.513681,A16,P1,2017,Professional,Analyze Cycle Time
365,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:16.520663,A16,P1,2017,Professional,Manipulation
366,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.527672,A16,P1,2017,Professional,Calculate statistics
367,A16 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-10-19 12:47:16.535649,A16,P1,2017,Professional,Analyze Cycle Time
368,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:16.547592,A17,P1,2017,Professional,Analyze Cycle Time
369,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-10-19 12:47:16.555604,A17,P1,2017,Professional,Analyze Cycle Time
370,A17 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.562579,A17,P1,2017,Professional,Manipulation
371,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:16.570531,A17,P1,2017,Professional,Analyze Cycle Time
372,A17 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.579533,A17,P1,2017,Professional,Representation
373,A17 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.587485,A17,P1,2017,Professional,Analyze Cycle Time
374,A17 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.594486,A17,P1,2017,Professional,Identification
375,A17 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:16.600479,A17,P1,2017,Professional,Analyze Cycle Time
376,A17 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.607459,A17,P1,2017,Professional,Analyze Cycle Time
377,A17 P1 BPI 2017,Compare waiting time with processing time, ,2021-10-19 12:47:16.615444,A17,P1,2017,Professional,Analyze Cycle Time
378,A21 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.628395,A21,P1,2017,Professional,Analyze Cycle Time
379,A21 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:16.636354,A21,P1,2017,Professional,Analyze Cycle Time
380,A21 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:16.643335,A21,P1,2017,Professional,Analyze Cycle Time
