,case:concept:name,concept:name,Specific operation,time:timestamp,Report,Question,Year,Category
434,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.058015,A5,P2,2019,Student
435,A5 P2 BPI 2019,Identify resources,Identify resources by activities,2021-10-19 12:47:17.063971,A5,P2,2019,Student
436,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.070952,A5,P2,2019,Student
437,A5 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.075939,A5,P2,2019,Student
438,A10 P2 BPI 2019,Preprocess the traces of the logs, ,2021-10-19 12:47:17.085912,A10,P2,2019,Professional
439,A10 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:17.090899,A10,P2,2019,Professional
440,A10 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:17.098605,A10,P2,2019,Professional
441,A10 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.106584,A10,P2,2019,Professional
442,A10 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.115574,A10,P2,2019,Professional
443,A11 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.126530,A11,P2,2019,Professional
444,A11 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:17.134509,A11,P2,2019,Professional
445,A11 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-10-19 12:47:17.140493,A11,P2,2019,Professional
446,A11 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-10-19 12:47:17.147474,A11,P2,2019,Professional
447,A11 P2 BPI 2019,Represent circular charts of attributes of the traces, ,2021-10-19 12:47:17.156451,A11,P2,2019,Professional
448,A11 P2 BPI 2019,Calculate dates of the development of activities of resources, ,2021-10-19 12:47:17.162435,A11,P2,2019,Professional
449,A11 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-10-19 12:47:17.170413,A11,P2,2019,Professional
450,A11 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:17.177395,A11,P2,2019,Professional
451,A11 P2 BPI 2019,Calculate average of activities per trace, ,2021-10-19 12:47:17.187368,A11,P2,2019,Professional
452,A11 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-10-19 12:47:17.195347,A11,P2,2019,Professional
453,A11 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.205320,A11,P2,2019,Professional
454,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.213299,A11,P2,2019,Professional
455,A11 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:17.221277,A11,P2,2019,Professional
456,A11 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:17.229256,A11,P2,2019,Professional
457,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:17.238232,A11,P2,2019,Professional
458,A11 P2 BPI 2019,Group traces,Group traces by activities,2021-10-19 12:47:17.243219,A11,P2,2019,Professional
459,A11 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:17.254189,A11,P2,2019,Professional
460,A13 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.263169,A13,P2,2019,Academic
461,A13 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.270146,A13,P2,2019,Academic
462,A13 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-10-19 12:47:17.277128,A13,P2,2019,Academic
463,A13 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.285106,A13,P2,2019,Academic
464,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:17.290093,A13,P2,2019,Academic
465,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:17.297075,A13,P2,2019,Academic
466,A13 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:17.303059,A13,P2,2019,Academic
467,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.313220,A14,P2,2019,Professional
468,A14 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:17.313220,A14,P2,2019,Professional
469,A14 P2 BPI 2019,Identify activities,Identify activity with biggest backlog,2021-10-19 12:47:17.313220,A14,P2,2019,Professional
470,A14 P2 BPI 2019,Calculate waiting time, ,2021-10-19 12:47:17.328879,A14,P2,2019,Professional
471,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:17.328879,A14,P2,2019,Professional
472,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:17.328879,A14,P2,2019,Professional
473,A14 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:17.345469,A14,P2,2019,Professional
474,A14 P2 BPI 2019,Represent heatmaps, ,2021-10-19 12:47:17.345469,A14,P2,2019,Professional
475,A14 P2 BPI 2019,Calculate dates of the development of activities of resources, ,2021-10-19 12:47:17.361135,A14,P2,2019,Professional
476,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:17.361135,A14,P2,2019,Professional
477,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.375091,A14,P2,2019,Professional
478,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.382106,A14,P2,2019,Professional
479,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:17.389086,A14,P2,2019,Professional
480,A14 P2 BPI 2019,Represent temporal series,Represent temporal series of subprocesses,2021-10-19 12:47:17.398027,A14,P2,2019,Professional
481,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of waiting time,2021-10-19 12:47:17.404049,A14,P2,2019,Professional
482,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.408028,A14,P2,2019,Professional
483,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:17.417974,A14,P2,2019,Professional
484,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.422961,A14,P2,2019,Professional
485,A14 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-10-19 12:47:17.432934,A14,P2,2019,Professional
486,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.439916,A14,P2,2019,Professional
487,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.447895,A14,P2,2019,Professional
488,A14 P2 BPI 2019,Filter traces,Filter traces by frequency,2021-10-19 12:47:17.455873,A14,P2,2019,Professional
489,A14 P2 BPI 2019,Represent scatterplot, ,2021-10-19 12:47:17.462854,A14,P2,2019,Professional
490,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.470833,A15,P2,2019,Professional
491,A15 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-10-19 12:47:17.477814,A15,P2,2019,Professional
492,A15 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:17.485793,A15,P2,2019,Professional
493,A15 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-10-19 12:47:17.491777,A15,P2,2019,Professional
494,A15 P2 BPI 2019,Calculate number of elements,Calcute number of values of an attribute,2021-10-19 12:47:17.498758,A15,P2,2019,Professional
495,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.505740,A15,P2,2019,Professional
496,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.513719,A15,P2,2019,Professional
497,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.519703,A15,P2,2019,Professional
498,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.525686,A15,P2,2019,Professional
499,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.529644,A15,P2,2019,Professional
500,A15 P2 BPI 2019,Filter events,Filter events by activities,2021-10-19 12:47:17.529644,A15,P2,2019,Professional
501,A15 P2 BPI 2019,Preprocess the events of the logs, ,2021-10-19 12:47:17.529644,A15,P2,2019,Professional
502,A15 P2 BPI 2019,Group traces,Group traces according to the repetition of activities,2021-10-19 12:47:17.545817,A15,P2,2019,Professional
503,A15 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:17.545817,A15,P2,2019,Professional
504,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.545817,A15,P2,2019,Professional
505,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.561442,A15,P2,2019,Professional
506,A15 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:17.561442,A15,P2,2019,Professional
507,A6 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:17.577098,A6,P5,2015,Academic
508,A6 P5 BPI 2015,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.577098,A6,P5,2015,Academic
509,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:17.577098,A6,P5,2015,Academic
510,A6 P5 BPI 2015,Compare cycle time, ,2021-10-19 12:47:17.600108,A6,P5,2015,Academic
511,A6 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-10-19 12:47:17.608123,A6,P5,2015,Academic
512,A6 P5 BPI 2015,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.611079,A6,P5,2015,Academic
513,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:17.618060,A6,P5,2015,Academic
514,A6 P5 BPI 2015,Compare cycle time, ,2021-10-19 12:47:17.626039,A6,P5,2015,Academic
515,A6 P5 BPI 2015,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.634060,A6,P5,2015,Academic
516,A6 P5 BPI 2015,Group traces,Group traces by sub-processes,2021-10-19 12:47:17.638050,A6,P5,2015,Academic
517,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:17.650972,A6,P5,2015,Academic
518,A6 P5 BPI 2015,Compare cycle time, ,2021-10-19 12:47:17.657953,A6,P5,2015,Academic
519,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:17.662743,A12,P1,2017,Student
520,A12 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.662743,A12,P1,2017,Student
521,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:17.678366,A12,P1,2017,Student
522,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.678366,A12,P1,2017,Student
523,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2021-10-19 12:47:17.678366,A12,P1,2017,Student
524,A12 P1 BPI 2017,Identify transitions by cycle time, ,2021-10-19 12:47:17.693987,A12,P1,2017,Student
525,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:17.693987,A12,P1,2017,Student
526,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.709640,A12,P1,2017,Student
527,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2021-10-19 12:47:17.709640,A12,P1,2017,Student
528,A12 P1 BPI 2017,Filter events,Filter events by attributes,2021-10-19 12:47:17.722725,A12,P1,2017,Student
529,A12 P1 BPI 2017,Group traces,Group traces by endpoints,2021-10-19 12:47:17.728711,A12,P1,2017,Student
530,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:17.736688,A12,P1,2017,Student
531,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.743670,A12,P1,2017,Student
532,A12 P1 BPI 2017,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.752646,A12,P1,2017,Student
533,A12 P1 BPI 2017,Group traces,Group traces by cycle time,2021-10-19 12:47:17.757632,A12,P1,2017,Student
534,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.766608,A12,P1,2017,Student
535,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.773589,A12,P1,2017,Student
536,A12 P1 BPI 2017,Identify activities,Identify common activities,2021-10-19 12:47:17.781568,A12,P1,2017,Student
537,A12 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:17.790544,A12,P1,2017,Student
538,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:17.793536,A12,P1,2017,Student
539,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of sub-processes,2021-10-19 12:47:17.801514,A12,P1,2017,Student
540,A12 P1 BPI 2017,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.812485,A12,P1,2017,Student
541,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of attributes,2021-10-19 12:47:17.818470,A12,P1,2017,Student
542,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:17.827445,A12,P1,2017,Student
543,A12 P1 BPI 2017,Represent linear tendency of cycle time, ,2021-10-19 12:47:17.837418,A12,P1,2017,Student
544,A12 P1 BPI 2017,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:17.842405,A12,P1,2017,Student
545,A12 P1 BPI 2017,Identify resources,Identify resources by cycle time,2021-10-19 12:47:17.851383,A12,P1,2017,Student
546,A19 P1 BPI 2017,Represent process map,Get process map from the previous question,2021-10-19 12:47:17.864347,A19,P1,2017,Professional
547,A19 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.871328,A19,P1,2017,Professional
548,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:17.876315,A19,P1,2017,Professional
549,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:17.885290,A19,P1,2017,Professional
550,A19 P1 BPI 2017,Filter activities,Filter activities by resource,2021-10-19 12:47:17.892272,A19,P1,2017,Professional
551,A19 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:17.899253,A19,P1,2017,Professional
552,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.907232,A19,P1,2017,Professional
553,A19 P1 BPI 2017,Represent linear tendency of cycle time, ,2021-10-19 12:47:17.913247,A19,P1,2017,Professional
554,A19 P1 BPI 2017,Compare cycle time, ,2021-10-19 12:47:17.918226,A19,P1,2017,Professional
555,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.925208,A19,P1,2017,Professional
556,A19 P1 BPI 2017,Represent linear tendency of cycle time, ,2021-10-19 12:47:17.931192,A19,P1,2017,Professional
557,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.937184,A19,P1,2017,Professional
558,A19 P1 BPI 2017,Represent linear tendency of cycle time, ,2021-10-19 12:47:17.943167,A19,P1,2017,Professional
559,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:17.947558,A2,P2,2019,Student
560,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:17.947558,A2,P2,2019,Student
561,A2 P2 BPI 2019,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.947558,A2,P2,2019,Student
562,A2 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:17.963203,A2,P2,2019,Student
563,A2 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:17.963203,A2,P2,2019,Student
564,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:17.978839,A2,P2,2019,Student
565,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:17.978839,A2,P2,2019,Student
566,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:17.978839,A2,P2,2019,Student
567,A2 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:17.994462,A2,P2,2019,Student
568,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:17.994462,A2,P2,2019,Student
569,A2 P2 BPI 2019,Filter traces,Filter traces by cycle time,2021-10-19 12:47:17.994462,A2,P2,2019,Student
570,A2 P2 BPI 2019,Identify resources,Identify resources by cycle time,2021-10-19 12:47:18.010046,A2,P2,2019,Student
571,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.010046,A2,P2,2019,Student
572,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:18.025974,A2,P2,2019,Student
573,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.028051,A2,P2,2019,Student
574,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.028051,A2,P2,2019,Student
575,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:18.028051,A2,P2,2019,Student
576,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:18.043719,A2,P2,2019,Student
577,A2 P2 BPI 2019,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:18.047727,A2,P2,2019,Student
578,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:18.047727,A2,P2,2019,Student
579,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.063395,A2,P2,2019,Student
580,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:18.063395,A2,P2,2019,Student
581,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:18.063395,A2,P2,2019,Student
582,A2 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.078978,A2,P2,2019,Student
583,A2 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:18.078978,A2,P2,2019,Student
584,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:18.078978,A2,P2,2019,Student
585,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.094639,A2,P2,2019,Student
586,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:18.094639,A2,P2,2019,Student
587,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.094639,A2,P2,2019,Student
588,A2 P2 BPI 2019,Calculate waiting time, ,2021-10-19 12:47:18.115735,A2,P2,2019,Student
589,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:18.133712,A11,P1,2020,Professional
590,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.143658,A11,P1,2020,Professional
591,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:18.151637,A11,P1,2020,Professional
592,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.155626,A11,P1,2020,Professional
593,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.163605,A11,P1,2020,Professional
594,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.167594,A11,P1,2020,Professional
595,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.174575,A11,P1,2020,Professional
596,A11 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.179579,A11,P1,2020,Professional
597,A11 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:18.179579,A11,P1,2020,Professional
598,A11 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.179579,A11,P1,2020,Professional
599,A11 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:18.197519,A11,P1,2020,Professional
600,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:18.206496,A11,P1,2020,Professional
601,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.212489,A11,P1,2020,Professional
602,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.220459,A11,P1,2020,Professional
603,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.226442,A11,P1,2020,Professional
604,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.237413,A11,P1,2020,Professional
605,A11 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.244394,A11,P1,2020,Professional
606,A11 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:18.252456,A11,P1,2020,Professional
607,A11 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.259437,A11,P1,2020,Professional
608,A11 P2 BPI 2020,Calculate cycle time,Get cycle time from the previous question,2021-10-19 12:47:18.271405,A11,P2,2020,Professional
609,A11 P2 BPI 2020,Compare cycle time, ,2021-10-19 12:47:18.280382,A11,P2,2020,Professional
610,A11 P4 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:18.291352,A11,P4,2020,Professional
611,A11 P4 BPI 2020,Calculate number of elements,Calcute number of values of an attribute,2021-10-19 12:47:18.297336,A11,P4,2020,Professional
612,A11 P4 BPI 2020,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:18.303320,A11,P4,2020,Professional
613,A11 P4 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.310301,A11,P4,2020,Professional
614,A11 P4 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.317283,A11,P4,2020,Professional
615,A11 P4 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.325261,A11,P4,2020,Professional
616,A11 P4 BPI 2020,Calculate number of elements,Calcute number of values of an attribute,2021-10-19 12:47:18.332243,A11,P4,2020,Professional
617,A11 P4 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.340221,A11,P4,2020,Professional
618,A11 P5 BPI 2020,Filter traces,Filter traces by year,2021-10-19 12:47:18.350230,A11,P5,2020,Professional
619,A11 P5 BPI 2020,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:18.354217,A11,P5,2020,Professional
620,A11 P5 BPI 2020,Calculate frequency,Calculate frequency of sub-processes,2021-10-19 12:47:18.360212,A11,P5,2020,Professional
621,A11 P5 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:18.362268,A11,P5,2020,Professional
622,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-10-19 12:47:18.362268,A11,P5,2020,Professional
623,A11 P5 BPI 2020,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:18.381011,A11,P5,2020,Professional
624,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-10-19 12:47:18.386996,A11,P5,2020,Professional
625,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-10-19 12:47:18.392973,A11,P5,2020,Professional
626,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.401922,A11,P5,2020,Professional
627,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-10-19 12:47:18.410033,A11,P5,2020,Professional
628,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-10-19 12:47:18.417053,A11,P5,2020,Professional
629,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.424059,A11,P5,2020,Professional
630,A11 P5 BPI 2020,Represent temporal series,Represent temporal series of subprocesses,2021-10-19 12:47:18.434014,A11,P5,2020,Professional
631,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.441984,A11,P5,2020,Professional
632,A11 P5 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.449963,A11,P5,2020,Professional
633,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by attributes,2021-10-19 12:47:18.455947,A11,P5,2020,Professional
634,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-10-19 12:47:18.464923,A11,P5,2020,Professional
635,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.473898,A11,P5,2020,Professional
636,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.482906,A11,P5,2020,Professional
637,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.489888,A11,P5,2020,Professional
638,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.498840,A11,P5,2020,Professional
639,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-10-19 12:47:18.505813,A11,P5,2020,Professional
640,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.514791,A11,P5,2020,Professional
641,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.521797,A11,P5,2020,Professional
642,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.526801,A11,P5,2020,Professional
643,A11 P5 BPI 2020,Represent temporal series,Represent temporal series of subprocesses,2021-10-19 12:47:18.537754,A11,P5,2020,Professional
644,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.543731,A11,P5,2020,Professional
645,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.550722,A11,P5,2020,Professional
646,A11 P5 BPI 2020,Represent lineal distribution of an attribute by traces, ,2021-10-19 12:47:18.558692,A11,P5,2020,Professional
647,A11 P5 BPI 2020,Represent scatterplot, ,2021-10-19 12:47:18.564690,A11,P5,2020,Professional
648,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-10-19 12:47:18.572676,A11,P5,2020,Professional
649,A11 P5 BPI 2020,Group sub-processes, ,2021-10-19 12:47:18.576669,A11,P5,2020,Professional
650,A11 P5 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:18.585620,A11,P5,2020,Professional
651,A11 P5 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.591604,A11,P5,2020,Professional
652,A11 P5 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.599582,A11,P5,2020,Professional
653,A11 P5 BPI 2020,Filter traces,Filter traces by year,2021-10-19 12:47:18.604569,A11,P5,2020,Professional
