,case:concept:name,concept:name,Specific operation,time:timestamp,Report,Question,Year,Category
212,A10 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.362777,A10,P1,2020,Academic
213,A10 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.372750,A10,P1,2020,Academic
214,A10 P1 BPI 2020,Represent boxplots of cycle time, ,2021-10-19 12:47:15.379737,A10,P1,2020,Academic
215,A10 P1 BPI 2020,Represent density of cycle time, ,2021-10-19 12:47:15.387684,A10,P1,2020,Academic
216,A12 P1 BPI 2020,Calculate processing time, ,2021-10-19 12:47:15.397658,A12,P1,2020,Professional
217,A12 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.407630,A12,P1,2020,Professional
218,A12 P1 BPI 2020,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.418601,A12,P1,2020,Professional
219,A13 P1 BPI 2020,Represent bar charts,Represent bar charts of traces,2021-10-19 12:47:15.429598,A13,P1,2020,Professional
220,A13 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:15.436579,A13,P1,2020,Professional
221,A13 P1 BPI 2020,Represent bar charts,Represent bar charts of traces,2021-10-19 12:47:15.443566,A13,P1,2020,Professional
222,A13 P1 BPI 2020,Group traces,Group traces by year,2021-10-19 12:47:15.446557,A13,P1,2020,Professional
223,A13 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.454538,A13,P1,2020,Professional
224,A13 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:15.459526,A13,P1,2020,Professional
225,A13 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.465527,A13,P1,2020,Professional
226,A13 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.465527,A13,P1,2020,Professional
227,A18 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.481149,A18,P1,2020,Academic
228,A18 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.481149,A18,P1,2020,Academic
229,A18 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.481149,A18,P1,2020,Academic
230,A18 P1 BPI 2020,Represent boxplots of cycle time, ,2021-10-19 12:47:15.496771,A18,P1,2020,Academic
231,A25 P1 BPI 2020,Filter traces,Filter traces by attributes,2021-10-19 12:47:15.496771,A25,P1,2020,Student
232,A25 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:15.514808,A25,P1,2020,Student
233,A25 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.515140,A25,P1,2020,Student
234,A25 P1 BPI 2020,Compare cycle time, ,2021-10-19 12:47:15.530763,A25,P1,2020,Student
235,A25 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.538774,A25,P1,2020,Student
236,A25 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.538774,A25,P1,2020,Student
237,A26 P1 BPI 2020,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.558743,A26,P1,2020,Professional
238,A26 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.566721,A26,P1,2020,Professional
239,A26 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:15.572705,A26,P1,2020,Professional
240,A28 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:15.585717,A28,P1,2020,Professional
241,A28 P1 BPI 2020,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:15.599664,A28,P1,2020,Professional
242,A28 P1 BPI 2020,Compare cycle time, ,2021-10-19 12:47:15.607613,A28,P1,2020,Professional
243,A35 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:15.619581,A35,P1,2020,Professional
244,A35 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.626561,A35,P1,2020,Professional
245,A35 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.634543,A35,P1,2020,Professional
246,A35 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.645537,A35,P1,2020,Professional
247,A35 P1 BPI 2020,Compare cycle time, ,2021-10-19 12:47:15.653490,A35,P1,2020,Professional
248,A35 P1 BPI 2020,Group traces,Group traces by year,2021-10-19 12:47:15.659473,A35,P1,2020,Professional
249,A35 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.668450,A35,P1,2020,Professional
250,A37 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.679420,A37,P1,2020,Professional
251,A37 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.686402,A37,P1,2020,Professional
252,A37 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.693382,A37,P1,2020,Professional
253,A37 P1 BPI 2020,Calculate number of elements,Calculate number of events,2021-10-19 12:47:15.700367,A37,P1,2020,Professional
254,A37 P1 BPI 2020,Calculate number of elements,Calculate number of variants,2021-10-19 12:47:15.707345,A37,P1,2020,Professional
255,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:15.718318,A1,P1,2017,Student
256,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:15.726332,A1,P1,2017,Student
257,A1 P1 BPI 2017,Filter events,Filter events by attributes,2021-10-19 12:47:15.734306,A1,P1,2017,Student
258,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:15.741291,A1,P1,2017,Student
259,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-10-19 12:47:15.748254,A1,P1,2017,Student
260,A1 P1 BPI 2017,Filter events,Filter events by activities,2021-10-19 12:47:15.756241,A1,P1,2017,Student
261,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:15.761229,A1,P1,2017,Student
262,A1 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-10-19 12:47:15.768183,A1,P1,2017,Student
263,A1 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.778182,A1,P1,2017,Student
264,A1 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:15.784173,A1,P1,2017,Student
265,A1 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.791153,A1,P1,2017,Student
266,A1 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.796134,A1,P1,2017,Student
267,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:15.809100,A2,P1,2017,Student
268,A2 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.816086,A2,P1,2017,Student
269,A2 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:15.824066,A2,P1,2017,Student
270,A2 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.830044,A2,P1,2017,Student
271,A5 P1 BPI 2017,Filter events,Filter events by activities,2021-10-19 12:47:15.844014,A5,P1,2017,Student
272,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.849967,A5,P1,2017,Student
273,A5 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:15.856972,A5,P1,2017,Student
274,A5 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.864004,A5,P1,2017,Student
275,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.871932,A5,P1,2017,Student
276,A5 P1 BPI 2017,Filter events,Filter events by activities,2021-10-19 12:47:15.876927,A5,P1,2017,Student
277,A5 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:15.880822,A5,P1,2017,Student
278,A5 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:15.880822,A5,P1,2017,Student
279,A5 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.880822,A5,P1,2017,Student
280,A5 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.896478,A5,P1,2017,Student
281,A6 P1 BPI 2017,Discover process maps, ,2021-10-19 12:47:15.896478,A6,P1,2017,Student
282,A6 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:15.919355,A6,P1,2017,Student
283,A6 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.924342,A6,P1,2017,Student
284,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of events,2021-10-19 12:47:15.931323,A6,P1,2017,Student
285,A6 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:15.939328,A6,P1,2017,Student
286,A6 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:15.945287,A6,P1,2017,Student
287,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.955284,A6,P1,2017,Student
288,A6 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-10-19 12:47:15.960266,A6,P1,2017,Student
289,A6 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:15.964269,A6,P1,2017,Student
290,A6 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:15.964269,A6,P1,2017,Student
291,A6 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:15.979929,A6,P1,2017,Student
292,A6 P1 BPI 2017,Group traces,Group traces by cycle time,2021-10-19 12:47:15.979929,A6,P1,2017,Student
293,A6 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:15.979929,A6,P1,2017,Student
294,A6 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:15.995513,A6,P1,2017,Student
295,A6 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:15.995513,A6,P1,2017,Student
296,A7 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:16.012486,A7,P1,2017,Student
297,A7 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.012486,A7,P1,2017,Student
298,A7 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.028142,A7,P1,2017,Student
299,A7 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.028142,A7,P1,2017,Student
300,A7 P1 BPI 2017,Group traces,Group traces by waiting,2021-10-19 12:47:16.028142,A7,P1,2017,Student
301,A7 P1 BPI 2017,Calculate percentages,Calculate percentage of events,2021-10-19 12:47:16.041147,A7,P1,2017,Student
302,A7 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.041147,A7,P1,2017,Student
303,A7 P1 BPI 2017,Identify resources,Identify resources by activities,2021-10-19 12:47:16.058672,A7,P1,2017,Student
304,A7 P1 BPI 2017,Calculate frequency,Calculate frequency of resources,2021-10-19 12:47:16.064682,A7,P1,2017,Student
305,A7 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.071663,A7,P1,2017,Student
306,A8 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:16.085638,A8,P1,2017,Student
307,A8 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.090612,A8,P1,2017,Student
308,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2021-10-19 12:47:16.098598,A8,P1,2017,Student
309,A8 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.103585,A8,P1,2017,Student
310,A8 P1 BPI 2017,Represent bar charts,Represent bar charts of waiting time,2021-10-19 12:47:16.110569,A8,P1,2017,Student
311,A8 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.114570,A8,P1,2017,Student
312,A8 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.114570,A8,P1,2017,Student
313,A9 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:16.130225,A9,P1,2017,Student
314,A9 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.130225,A9,P1,2017,Student
315,A9 P1 BPI 2017,Compare waiting time with processing time, ,2021-10-19 12:47:16.141276,A9,P1,2017,Student
316,A9 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.141276,A9,P1,2017,Student
317,A9 P1 BPI 2017,Group activities,Group activities by role,2021-10-19 12:47:16.141276,A9,P1,2017,Student
318,A9 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.161922,A9,P1,2017,Student
319,A9 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.168900,A9,P1,2017,Student
320,A9 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2021-10-19 12:47:16.175881,A9,P1,2017,Student
321,A9 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.180818,A9,P1,2017,Student
322,A10 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.180818,A10,P1,2017,Student
323,A10 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.196473,A10,P1,2017,Student
324,A10 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:16.196473,A10,P1,2017,Student
325,A10 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.212061,A10,P1,2017,Student
326,A10 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.220397,A10,P1,2017,Student
327,A10 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.232365,A10,P1,2017,Student
328,A11 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:16.242371,A11,P1,2017,Student
329,A11 P1 BPI 2017,Calculate number of elements,Calculate number of events,2021-10-19 12:47:16.249354,A11,P1,2017,Student
330,A11 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.255338,A11,P1,2017,Student
331,A11 P1 BPI 2017,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:16.261320,A11,P1,2017,Student
332,A11 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:16.267302,A11,P1,2017,Student
333,A11 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.275277,A11,P1,2017,Student
334,A11 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.281244,A11,P1,2017,Student
335,A11 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.287212,A11,P1,2017,Student
336,A11 P1 BPI 2017,Filter traces,Filter traces by cycle time,2021-10-19 12:47:16.295163,A11,P1,2017,Student
337,A11 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:16.303142,A11,P1,2017,Student
338,A11 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.308156,A11,P1,2017,Student
339,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-10-19 12:47:16.319135,A13,P1,2017,Student
340,A13 P1 BPI 2017,Represent histograms,Represent histograms of waiting time,2021-10-19 12:47:16.325118,A13,P1,2017,Student
341,A13 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.330071,A13,P1,2017,Student
342,A13 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.330494,A13,P1,2017,Student
343,A13 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:16.343594,A13,P1,2017,Student
344,A13 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.350147,A13,P1,2017,Student
345,A13 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-10-19 12:47:16.360113,A13,P1,2017,Student
346,A14 P1 BPI 2017,Preprocess the traces of the logs, ,2021-10-19 12:47:16.372087,A14,P1,2017,Student
347,A14 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:16.376050,A14,P1,2017,Student
348,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:16.385057,A14,P1,2017,Student
349,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:16.392028,A14,P1,2017,Student
350,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-10-19 12:47:16.399015,A14,P1,2017,Student
351,A14 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.407984,A14,P1,2017,Student
352,A14 P1 BPI 2017,Group traces,Group traces depending on attributes,2021-10-19 12:47:16.411975,A14,P1,2017,Student
353,A14 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:16.422945,A14,P1,2017,Student
354,A14 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-10-19 12:47:16.427931,A14,P1,2017,Student
355,A15 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.443894,A15,P1,2017,Professional
356,A15 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.450887,A15,P1,2017,Professional
357,A15 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.458856,A15,P1,2017,Professional
358,A15 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:16.466843,A15,P1,2017,Professional
359,A15 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:16.472793,A15,P1,2017,Professional
360,A16 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.486753,A16,P1,2017,Professional
361,A16 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.491766,A16,P1,2017,Professional
362,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:16.496747,A16,P1,2017,Professional
363,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.506726,A16,P1,2017,Professional
364,A16 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.513681,A16,P1,2017,Professional
365,A16 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:16.520663,A16,P1,2017,Professional
366,A16 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.527672,A16,P1,2017,Professional
367,A16 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-10-19 12:47:16.535649,A16,P1,2017,Professional
368,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:16.547592,A17,P1,2017,Professional
369,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-10-19 12:47:16.555604,A17,P1,2017,Professional
370,A17 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.562579,A17,P1,2017,Professional
371,A17 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:16.570531,A17,P1,2017,Professional
372,A17 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:16.579533,A17,P1,2017,Professional
373,A17 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.587485,A17,P1,2017,Professional
374,A17 P1 BPI 2017,Identify roles,Identify role associated with bottlenecks,2021-10-19 12:47:16.594486,A17,P1,2017,Professional
375,A17 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:16.600479,A17,P1,2017,Professional
376,A17 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.607459,A17,P1,2017,Professional
377,A17 P1 BPI 2017,Compare waiting time with processing time, ,2021-10-19 12:47:16.615444,A17,P1,2017,Professional
378,A21 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.628395,A21,P1,2017,Professional
379,A21 P1 BPI 2017,Calculate processing time, ,2021-10-19 12:47:16.636354,A21,P1,2017,Professional
380,A21 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:16.643335,A21,P1,2017,Professional
381,A21 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.654305,A21,P1,2017,Professional
382,A22 P1 BPI 2017,Calculate waiting time, ,2021-10-19 12:47:16.664286,A22,P1,2017,Academic
383,A22 P1 BPI 2017,Assign resource to each activity, ,2021-10-19 12:47:16.673255,A22,P1,2017,Academic
384,A22 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:16.679239,A22,P1,2017,Academic
385,A22 P1 BPI 2017,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:16.686220,A22,P1,2017,Academic
386,A22 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.693239,A22,P1,2017,Academic
387,A23 P1 BPI 2017,Group activities,Group activities using clustering,2021-10-19 12:47:16.696829,A23,P1,2017,Academic
388,A23 P1 BPI 2017,Represent heatmaps, ,2021-10-19 12:47:16.696829,A23,P1,2017,Academic
389,A23 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-10-19 12:47:16.714404,A23,P1,2017,Academic
390,A23 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:16.718394,A23,P1,2017,Academic
391,A23 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.726373,A23,P1,2017,Academic
392,A1 P2 BPI 2019,Group events by time, ,2021-10-19 12:47:16.736372,A1,P2,2019,Student
393,A1 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:16.743353,A1,P2,2019,Student
394,A1 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:16.753300,A1,P2,2019,Student
395,A1 P2 BPI 2019,Compare cycle time, ,2021-10-19 12:47:16.760282,A1,P2,2019,Student
396,A1 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:16.769545,A1,P2,2019,Student
397,A1 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:16.775501,A1,P2,2019,Student
398,A1 P2 BPI 2019,Calculate throughput, ,2021-10-19 12:47:16.784478,A1,P2,2019,Student
399,A1 P2 BPI 2019,Calculate frequency,Calculate frequency of attributes,2021-10-19 12:47:16.790461,A1,P2,2019,Student
400,A1 P2 BPI 2019,Represent circular charts of attributes of the traces, ,2021-10-19 12:47:16.801432,A1,P2,2019,Student
401,A3 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:16.810408,A3,P2,2019,Student
402,A3 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-10-19 12:47:16.820382,A3,P2,2019,Student
403,A3 P2 BPI 2019,Calculate percentages,Calculate percentage of events,2021-10-19 12:47:16.827363,A3,P2,2019,Student
404,A3 P2 BPI 2019,Represent circular charts of attributes of the traces, ,2021-10-19 12:47:16.837336,A3,P2,2019,Student
405,A3 P2 BPI 2019,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:16.845315,A3,P2,2019,Student
406,A3 P2 BPI 2019,Apply machine learning techniques, ,2021-10-19 12:47:16.851299,A3,P2,2019,Student
407,A3 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:16.864264,A3,P2,2019,Student
408,A4 P2 BPI 2019,Preprocess the events of the logs, ,2021-10-19 12:47:16.878228,A4,P2,2019,Student
409,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:16.883214,A4,P2,2019,Student
410,A4 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:16.892190,A4,P2,2019,Student
411,A4 P2 BPI 2019,Filter traces,Filter traces depending on the order of activities,2021-10-19 12:47:16.899171,A4,P2,2019,Student
412,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.907149,A4,P2,2019,Student
413,A4 P2 BPI 2019,Group traces,Group traces by activities,2021-10-19 12:47:16.913134,A4,P2,2019,Student
414,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:16.921112,A4,P2,2019,Student
415,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.931086,A4,P2,2019,Student
416,A4 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:16.937070,A4,P2,2019,Student
417,A4 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-10-19 12:47:16.946045,A4,P2,2019,Student
418,A4 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:16.954024,A4,P2,2019,Student
419,A5 P2 BPI 2019,Filter traces,Filter traces by activities,2021-10-19 12:47:16.964995,A5,P2,2019,Student
420,A5 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:16.970979,A5,P2,2019,Student
421,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:16.975966,A5,P2,2019,Student
422,A5 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:16.984941,A5,P2,2019,Student
423,A5 P2 BPI 2019,Discover happy path of the process, ,2021-10-19 12:47:16.988930,A5,P2,2019,Student
424,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:16.993917,A5,P2,2019,Student
425,A5 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:16.999901,A5,P2,2019,Student
426,A5 P2 BPI 2019,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:17.006882,A5,P2,2019,Student
427,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.013345,A5,P2,2019,Student
428,A5 P2 BPI 2019,Identify resources,Identify resource associated with bottlenecks,2021-10-19 12:47:17.013345,A5,P2,2019,Student
429,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:17.013345,A5,P2,2019,Student
430,A5 P2 BPI 2019,Identify attributes,Identify values of attributes,2021-10-19 12:47:17.028966,A5,P2,2019,Student
431,A5 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:17.028966,A5,P2,2019,Student
432,A5 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:17.043028,A5,P2,2019,Student
433,A5 P2 BPI 2019,Identify resources,Identify resources by cycle time,2021-10-19 12:47:17.049012,A5,P2,2019,Student
